,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
1650,"San Jose, CA - Cypress-Jurdo",Aug-12,624000,2.3,3.1,4.0,-20.0,-63.6,3.0,0.0,-62.5,1.0,-33.3,-50.0,10.0,-11.0,-4.0,102.9,-1.4,2.0,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1651,"San Jose, CA - Cypress-Jurdo",Sep-12,692000,11.0,13.8,4.0,0.0,-55.6,3.0,0.0,-40.0,1.0,-33.3,-50.0,9.0,-2.0,-6.0,103.7,0.8,2.2,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1652,"San Jose, CA - Cypress-Jurdo",Oct-12,650000,-6.1,7.4,3.0,-25.0,-66.7,2.0,-33.3,-66.7,1.0,-33.3,-50.0,19.0,11.0,-21.0,102.7,-1.0,2.5,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1653,"San Jose, CA - Cypress-Jurdo",Nov-12,699000,7.5,45.5,2.0,-33.3,-33.3,1.0,-50.0,-85.7,1.0,-33.3,-75.0,24.0,5.0,9.0,104.1,1.4,4.1,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1654,"San Jose, CA - Cypress-Jurdo",Dec-12,650000,-6.9,35.4,1.0,-50.0,-80.0,2.0,100.0,-60.0,1.0,-33.3,-75.0,40.0,17.0,31.0,105.2,1.1,5.1,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1655,"San Jose, CA - Cypress-Jurdo",Jan-13,725000,11.5,51.0,1.0,0.0,-80.0,2.0,0.0,-33.3,1.0,-33.3,-75.0,9.0,-31.0,0.0,103.7,-1.5,4.7,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1656,"San Jose, CA - Cypress-Jurdo",Feb-13,640000,-11.7,28.1,2.0,100.0,-66.7,1.0,-50.0,-66.7,1.0,-33.3,-75.0,13.0,4.0,2.0,104.2,0.5,5.1,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1657,"San Jose, CA - Cypress-Jurdo",Mar-13,640000,0.0,23.1,2.0,0.0,-60.0,2.0,100.0,-33.3,1.0,-33.3,0.0,13.0,0.0,-3.0,104.2,0.0,5.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1658,"San Jose, CA - Cypress-Jurdo",Apr-13,645000,0.8,17.3,2.0,0.0,-33.3,4.0,100.0,100.0,1.0,0.0,0.0,13.0,0.0,-3.0,104.9,0.6,4.9,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1659,"San Jose, CA - Cypress-Jurdo",May-13,743000,15.1,4.0,4.0,100.0,33.3,5.0,25.0,66.7,1.0,0.0,0.0,10.0,-3.0,-22.0,105.6,0.8,2.1,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1660,"San Jose, CA - Cypress-Jurdo",Jun-13,743000,0.0,25.8,4.0,0.0,33.3,6.0,20.0,200.0,2.0,0.0,0.0,10.0,0.0,-73.0,105.6,0.0,2.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1661,"San Jose, CA - Cypress-Jurdo",Jul-13,697000,-6.1,14.3,5.0,25.0,0.0,4.0,-33.3,33.3,1.0,-50.0,0.0,11.0,1.0,-10.0,103.4,-2.2,-0.9,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1662,"San Jose, CA - Cypress-Jurdo",Aug-13,697000,0.0,11.7,3.0,-40.0,-25.0,4.0,0.0,33.3,1.0,0.0,0.0,67.0,56.0,57.0,99.2,-4.2,-3.7,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1663,"San Jose, CA - Cypress-Jurdo",Sep-13,697000,0.0,0.7,3.0,0.0,-25.0,1.0,-75.0,-66.7,1.0,0.0,0.0,67.0,0.0,59.0,99.2,0.0,-4.5,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1664,"San Jose, CA - Cypress-Jurdo",Oct-13,820000,17.6,26.2,1.0,-66.7,-66.7,2.0,100.0,0.0,1.0,0.0,0.0,71.0,4.0,52.0,97.9,-1.3,-4.9,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1665,"San Jose, CA - Cypress-Jurdo",Dec-13,727000,17.6,11.8,2.0,-66.7,100.0,3.0,100.0,50.0,1.0,0.0,0.0,26.0,4.0,-15.0,97.5,-1.3,-7.6,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1666,"San Jose, CA - Cypress-Jurdo",Jan-14,851000,17.1,17.4,4.0,100.0,300.0,3.0,0.0,50.0,1.0,0.0,0.0,20.0,-6.0,11.0,103.4,5.8,-0.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1667,"San Jose, CA - Cypress-Jurdo",Feb-14,851000,0.0,33.0,4.0,0.0,100.0,3.0,0.0,200.0,1.0,0.0,0.0,20.0,0.0,8.0,103.4,0.0,-0.8,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1668,"San Jose, CA - Cypress-Jurdo",Mar-14,830000,-2.5,29.6,4.0,0.0,100.0,4.0,33.3,100.0,1.0,0.0,0.0,10.0,-10.0,-3.0,110.6,7.2,6.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1669,"San Jose, CA - Cypress-Jurdo",Apr-14,760000,-8.4,17.8,3.0,-25.0,50.0,5.0,25.0,25.0,2.0,0.0,100.0,12.0,2.0,-1.0,110.1,-0.5,5.2,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1670,"San Jose, CA - Cypress-Jurdo",May-14,760000,0.0,2.4,3.0,0.0,-25.0,3.0,-40.0,-40.0,1.0,-50.0,100.0,12.0,0.0,2.0,110.1,0.0,4.5,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1671,"San Jose, CA - Cypress-Jurdo",Jun-14,835000,9.9,12.5,3.0,0.0,-25.0,3.0,0.0,-50.0,1.0,0.0,-50.0,37.0,25.0,27.0,103.3,-6.8,-2.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1672,"San Jose, CA - Cypress-Jurdo",Jul-14,794000,-5.0,13.8,2.0,-33.3,-60.0,4.0,33.3,0.0,3.0,200.0,200.0,52.0,15.0,41.0,101.7,-1.6,-1.8,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1673,"San Jose, CA - Cypress-Jurdo",Aug-14,789000,-0.6,13.1,4.0,100.0,33.3,9.0,125.0,125.0,5.0,66.7,400.0,28.0,-24.0,-39.0,100.1,-1.5,0.9,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,3
1674,"San Jose, CA - Cypress-Jurdo",Sep-14,838000,6.2,20.2,4.0,0.0,33.3,10.0,11.1,900.0,5.0,0.0,400.0,12.0,-17.0,-56.0,102.5,2.4,3.3,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1675,"San Jose, CA - Cypress-Jurdo",Oct-14,838000,0.0,2.1,6.0,50.0,500.0,7.0,-30.0,250.0,1.0,-80.0,0.0,16.0,5.0,-55.0,100.3,-2.3,2.4,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1676,"San Jose, CA - Cypress-Jurdo",Nov-14,880000,5.1,2.1,5.0,-16.7,500.0,2.0,-71.4,250.0,1.0,0.0,0.0,22.0,6.0,-55.0,99.8,-0.5,2.4,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1679,"San Jose, CA - Cypress-Jurdo",Apr-15,830000,5.1,9.2,2.0,-16.7,-33.3,2.0,-71.4,-60.0,1.0,0.0,0.0,103.0,6.0,91.0,107.6,-0.5,-2.5,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1680,"San Jose, CA - Cypress-Jurdo",May-15,830000,0.0,9.2,2.0,0.0,-33.3,3.0,50.0,0.0,2.0,0.0,100.0,103.0,0.0,91.0,107.6,0.0,-2.5,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1685,"San Jose, CA - Cypress-Jurdo",Dec-15,880000,0.0,-12.2,1.0,0.0,-66.7,4.0,50.0,0.0,1.0,0.0,0.0,19.0,0.0,-20.0,117.3,0.0,22.0,95117.0,singlefamily,3,"['San Jose', ' CA - Cypress-Jurdo']",san jose,ca,cypress-jurdo,29,-121.9643745,37.3120731,4
1698,"San Jose, CA - De Voss-Leigh",Jan-12,635000,0.0,-9.3,8.0,-20.0,60.0,6.0,-25.0,-33.3,6.0,-14.3,-14.3,12.0,-20.0,-36.0,97.1,-0.3,1.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1699,"San Jose, CA - De Voss-Leigh",Feb-12,580000,-8.7,-5.7,9.0,12.5,50.0,2.0,-66.7,-71.4,2.0,-66.7,-60.0,47.0,36.0,12.0,94.7,-2.4,-1.9,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,2
1700,"San Jose, CA - De Voss-Leigh",Mar-12,634000,9.4,2.3,8.0,-11.1,14.3,3.0,50.0,-66.7,3.0,50.0,-57.1,97.0,50.0,70.0,95.2,0.5,-1.6,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1701,"San Jose, CA - De Voss-Leigh",Apr-12,647000,2.0,8.7,9.0,12.5,50.0,4.0,33.3,-55.6,2.0,-33.3,-66.7,90.0,-7.0,55.0,95.8,0.6,-3.4,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1702,"San Jose, CA - De Voss-Leigh",May-12,680000,5.1,11.7,5.0,-44.4,-37.5,5.0,25.0,-54.5,1.0,-50.0,-85.7,90.0,0.0,63.0,96.8,1.0,0.7,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1703,"San Jose, CA - De Voss-Leigh",Jun-12,763000,12.2,25.6,4.0,-20.0,-63.6,4.0,-20.0,-63.6,1.0,-50.0,-85.7,16.0,-74.0,-14.0,102.6,5.9,5.6,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1704,"San Jose, CA - De Voss-Leigh",Jul-12,763000,0.0,25.6,4.0,0.0,-55.6,4.0,0.0,-50.0,1.0,-50.0,-85.7,17.0,1.0,-13.0,106.3,3.7,10.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1705,"San Jose, CA - De Voss-Leigh",Aug-12,770000,0.9,23.2,7.0,75.0,-22.2,4.0,0.0,-63.6,1.0,-50.0,-85.7,24.0,7.0,6.0,103.8,-2.5,5.2,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1706,"San Jose, CA - De Voss-Leigh",Sep-12,730000,-5.2,2.4,5.0,-28.6,-16.7,8.0,100.0,-33.3,3.0,200.0,-57.1,20.0,-4.0,4.0,104.2,0.4,6.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1707,"San Jose, CA - De Voss-Leigh",Oct-12,730000,0.0,3.4,7.0,40.0,0.0,7.0,-12.5,-41.7,2.0,-33.3,-71.4,12.0,-8.0,-8.0,106.9,2.8,8.7,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1708,"San Jose, CA - De Voss-Leigh",Nov-12,718000,-1.7,11.3,4.0,-42.9,-33.3,9.0,28.6,-18.2,4.0,100.0,-60.0,9.0,-3.0,-21.0,111.8,4.9,12.2,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1709,"San Jose, CA - De Voss-Leigh",Dec-12,768000,7.0,20.9,6.0,50.0,-40.0,4.0,-55.6,-50.0,2.0,-50.0,-71.4,12.0,3.0,-20.0,108.1,-3.7,10.7,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1710,"San Jose, CA - De Voss-Leigh",Jan-13,713000,-7.2,12.3,6.0,0.0,-25.0,5.0,25.0,-16.7,2.0,0.0,-66.7,15.0,4.0,4.0,102.5,-5.5,5.4,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1711,"San Jose, CA - De Voss-Leigh",Feb-13,716000,0.4,23.4,7.0,16.7,-22.2,4.0,-20.0,100.0,2.0,0.0,0.0,18.0,3.0,-29.0,102.6,0.1,7.9,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1712,"San Jose, CA - De Voss-Leigh",Mar-13,733000,2.4,15.6,6.0,-14.3,-25.0,5.0,25.0,66.7,1.0,-50.0,-66.7,23.0,5.0,-74.0,102.0,-0.6,6.8,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,3
1713,"San Jose, CA - De Voss-Leigh",Apr-13,850000,16.0,31.4,5.0,-16.7,-44.4,5.0,0.0,25.0,1.0,-50.0,-66.7,28.0,5.0,-62.0,97.4,-4.6,1.7,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1714,"San Jose, CA - De Voss-Leigh",May-13,885000,4.1,30.1,6.0,20.0,20.0,7.0,40.0,40.0,4.0,-50.0,300.0,21.0,-7.0,-69.0,98.8,1.4,2.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1715,"San Jose, CA - De Voss-Leigh",Jun-13,885000,0.0,16.0,4.0,-33.3,0.0,10.0,42.9,150.0,5.0,25.0,300.0,21.0,0.0,5.0,98.4,-0.4,-4.2,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1716,"San Jose, CA - De Voss-Leigh",Jul-13,860000,-2.8,12.7,9.0,125.0,125.0,13.0,30.0,225.0,3.0,-40.0,300.0,13.0,-8.0,-4.0,104.8,6.5,-1.5,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1717,"San Jose, CA - De Voss-Leigh",Aug-13,859000,-0.1,11.6,9.0,0.0,28.6,9.0,-30.8,125.0,3.0,-40.0,300.0,13.0,0.0,-11.0,104.5,-0.3,0.8,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1718,"San Jose, CA - De Voss-Leigh",Sep-13,860000,0.1,17.8,11.0,22.2,120.0,9.0,0.0,12.5,2.0,-40.0,-33.3,13.0,0.0,-7.0,104.1,-0.5,-0.1,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1719,"San Jose, CA - De Voss-Leigh",Oct-13,876000,1.8,19.9,8.0,-27.3,14.3,8.0,-11.1,14.3,1.0,-50.0,-50.0,12.0,-2.0,0.0,103.5,-0.5,-3.4,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1720,"San Jose, CA - De Voss-Leigh",Nov-13,850000,-2.9,18.5,9.0,12.5,125.0,8.0,0.0,-11.1,1.0,0.0,-75.0,10.0,-2.0,2.0,102.9,-0.6,-8.9,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1721,"San Jose, CA - De Voss-Leigh",Dec-13,833000,-2.0,8.5,8.0,-11.1,33.3,6.0,-25.0,50.0,1.0,0.0,-75.0,11.0,1.0,-1.0,102.8,-0.1,-5.3,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1722,"San Jose, CA - De Voss-Leigh",Jan-14,850000,2.0,19.2,7.0,-12.5,16.7,4.0,-33.3,-20.0,1.0,0.0,-75.0,10.0,-1.0,-5.0,103.2,0.4,0.7,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1723,"San Jose, CA - De Voss-Leigh",Feb-14,842000,-0.9,17.6,5.0,-28.6,-28.6,5.0,25.0,25.0,1.0,0.0,-75.0,8.0,-2.0,-10.0,105.9,2.7,3.2,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1724,"San Jose, CA - De Voss-Leigh",Mar-14,868000,3.0,18.3,6.0,20.0,0.0,4.0,-20.0,-20.0,1.0,0.0,0.0,8.0,0.0,-15.0,109.0,3.1,7.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1734,"San Jose, CA - De Voss-Leigh",Jan-15,834000,-13.5,-1.9,3.0,-62.5,-57.1,6.0,50.0,50.0,2.0,0.0,0.0,20.0,-11.0,10.0,113.2,6.5,10.0,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1735,"San Jose, CA - De Voss-Leigh",Feb-15,876000,5.0,4.0,4.0,33.3,-20.0,7.0,16.7,40.0,2.0,0.0,0.0,17.0,-4.0,9.0,116.8,3.5,10.9,95124.0,singlefamily,3,"['San Jose', ' CA - De Voss-Leigh']",san jose,ca,de,30,-121.918866,37.2583724,4
1758,"San Jose, CA - Deer Run",Jan-12,460000,10.8,15.0,2.0,-33.3,-60.0,1.0,-80.0,-66.7,1.0,-50.0,-83.3,24.0,-53.0,-88.0,98.7,-1.0,1.5,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1759,"San Jose, CA - Deer Run",Feb-12,455000,-1.1,19.7,2.0,0.0,-33.3,5.0,400.0,0.0,4.0,300.0,-20.0,69.0,45.0,-156.0,98.6,-0.1,1.4,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1764,"San Jose, CA - Deer Run",Jul-12,453000,6.2,10.5,6.0,-25.0,-14.3,11.0,-8.3,1000.0,5.0,25.0,400.0,11.0,0.0,-17.0,104.2,2.5,6.2,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1765,"San Jose, CA - Deer Run",Aug-12,459000,1.3,16.2,4.0,-33.3,-20.0,7.0,-36.4,250.0,2.0,-60.0,100.0,10.0,-1.0,-28.0,104.1,-0.2,6.6,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1766,"San Jose, CA - Deer Run",Sep-12,480000,4.6,31.5,5.0,25.0,150.0,5.0,-28.6,150.0,3.0,50.0,200.0,15.0,5.0,-84.0,109.9,5.9,20.2,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1767,"San Jose, CA - Deer Run",Oct-12,450000,-6.3,23.3,5.0,0.0,25.0,6.0,20.0,0.0,2.0,-33.3,0.0,15.0,0.0,-92.0,108.1,-1.8,13.5,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1768,"San Jose, CA - Deer Run",Nov-12,450000,0.0,13.2,7.0,40.0,75.0,5.0,-16.7,0.0,2.0,-33.3,0.0,21.0,6.0,-25.0,106.0,-2.1,10.1,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1769,"San Jose, CA - Deer Run",Dec-12,450000,0.0,8.4,5.0,-28.6,66.7,5.0,0.0,0.0,2.0,-33.3,0.0,9.0,-12.0,-67.0,115.7,9.7,16.0,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1770,"San Jose, CA - Deer Run",Jan-13,450000,0.0,-2.2,5.0,0.0,150.0,2.0,-60.0,100.0,2.0,-33.3,0.0,17.0,8.0,-7.0,117.5,1.8,18.8,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1771,"San Jose, CA - Deer Run",Feb-13,443000,-1.7,-2.7,4.0,-20.0,100.0,5.0,150.0,0.0,1.0,-33.3,-75.0,9.0,-8.0,-60.0,121.5,4.0,22.9,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,1
1772,"San Jose, CA - Deer Run",Mar-13,523000,18.2,29.1,5.0,25.0,25.0,7.0,40.0,16.7,3.0,200.0,200.0,12.0,3.0,-23.0,108.7,-12.7,10.4,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1773,"San Jose, CA - Deer Run",Apr-13,513000,-2.0,43.4,6.0,20.0,0.0,10.0,42.9,11.1,3.0,0.0,0.0,7.0,-6.0,-9.0,107.3,-1.4,7.9,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1774,"San Jose, CA - Deer Run",May-13,569000,11.0,47.8,8.0,33.3,14.3,10.0,0.0,0.0,1.0,-66.7,-66.7,14.0,7.0,3.0,106.5,-0.8,5.7,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1775,"San Jose, CA - Deer Run",Jun-13,570000,0.2,33.7,10.0,25.0,25.0,12.0,20.0,0.0,7.0,600.0,75.0,14.0,1.0,3.0,105.0,-1.5,3.2,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1776,"San Jose, CA - Deer Run",Jul-13,600000,5.2,32.5,11.0,10.0,83.3,12.0,0.0,9.1,7.0,0.0,40.0,19.0,5.0,8.0,103.6,-1.3,-0.6,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1777,"San Jose, CA - Deer Run",Aug-13,561000,-6.5,22.2,9.0,-18.2,125.0,10.0,-16.7,42.9,5.0,-28.6,150.0,14.0,-5.0,4.0,103.8,0.2,-0.2,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1778,"San Jose, CA - Deer Run",Sep-13,565000,0.7,17.7,5.0,-44.4,0.0,6.0,-40.0,20.0,4.0,-20.0,33.3,19.0,5.0,4.0,101.1,-2.7,-8.9,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1779,"San Jose, CA - Deer Run",Oct-13,592000,4.8,31.6,3.0,-40.0,-40.0,6.0,0.0,0.0,3.0,-25.0,50.0,11.0,-8.0,-4.0,102.3,1.2,-5.8,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1780,"San Jose, CA - Deer Run",Nov-13,600000,1.4,33.3,7.0,133.3,0.0,7.0,16.7,40.0,1.0,-66.7,50.0,24.0,13.0,3.0,105.0,2.7,-1.0,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1781,"San Jose, CA - Deer Run",Dec-13,600000,0.0,33.3,9.0,28.6,80.0,7.0,0.0,40.0,2.0,100.0,50.0,29.0,5.0,20.0,104.2,-0.8,-11.5,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1782,"San Jose, CA - Deer Run",Jan-14,595000,-0.8,32.2,11.0,22.2,120.0,8.0,14.3,300.0,5.0,150.0,50.0,29.0,0.0,12.0,102.1,-2.1,-15.4,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1783,"San Jose, CA - Deer Run",Feb-14,600000,0.8,35.6,8.0,-27.3,100.0,9.0,12.5,80.0,3.0,-40.0,200.0,20.0,-9.0,11.0,99.7,-2.3,-21.7,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,2
1784,"San Jose, CA - Deer Run",Mar-14,633000,5.4,20.9,8.0,0.0,60.0,7.0,-22.2,0.0,1.0,-66.7,-66.7,16.0,-4.0,4.0,100.8,1.1,-8.0,95136.0,singlefamily,3,"['San Jose', ' CA - Deer Run']",san jose,ca,deer,31,-121.8505679,37.2692142,3
