,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
2127,"San Jose, CA - Parkview",14-Jun,449000,-0.4,14.2,5.0,25.0,300.0,3.0,-25.0,100.0,1.0,0.0,0.0,9.0,-1.0,2.0,106.0,-1.5,3.2,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2128,"San Jose, CA - Parkview",14-Jul,455000,1.2,14.2,4.0,-20.0,300.0,4.0,33.3,100.0,2.0,0.0,0.0,9.0,0.0,2.0,104.8,-1.2,3.2,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2129,"San Jose, CA - Parkview",14-Aug,417000,-8.3,14.2,2.0,-50.0,300.0,3.0,-25.0,100.0,2.0,0.0,0.0,15.0,6.0,2.0,101.3,-3.5,3.2,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2130,"San Jose, CA - Parkview",14-Sep,408000,-2.3,14.2,2.0,0.0,300.0,4.0,33.3,100.0,2.0,0.0,0.0,42.0,27.0,2.0,101.7,0.4,3.2,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2131,"San Jose, CA - Parkview",14-Oct,430000,5.5,16.2,3.0,50.0,50.0,2.0,-50.0,0.0,1.0,0.0,0.0,49.0,8.0,-45.0,99.5,-2.2,-2.0,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2132,"San Jose, CA - Parkview",14-Nov,435000,1.2,17.6,2.0,-33.3,0.0,3.0,50.0,0.0,2.0,100.0,0.0,56.0,7.0,-39.0,97.9,-1.6,-3.6,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2133,"San Jose, CA - Parkview",14-Dec,443000,1.8,19.7,4.0,100.0,100.0,2.0,-33.3,0.0,2.0,100.0,0.0,41.0,-15.0,-53.0,99.1,1.2,-2.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2134,"San Jose, CA - Parkview",15-Jan,446000,0.7,19.7,3.0,-25.0,100.0,2.0,0.0,0.0,1.0,100.0,0.0,33.0,-8.0,-53.0,100.4,1.4,-2.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2135,"San Jose, CA - Parkview",15-Feb,446000,0.0,19.7,3.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,-53.0,100.4,0.0,-2.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2136,"San Jose, CA - Parkview",15-Mar,446000,0.0,19.7,2.0,-33.3,100.0,2.0,0.0,0.0,1.0,0.0,0.0,27.0,-7.0,-53.0,100.0,-0.4,-2.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2137,"San Jose, CA - Parkview",15-Apr,446000,0.0,0.9,2.0,0.0,100.0,3.0,50.0,-25.0,2.0,0.0,100.0,27.0,0.0,9.0,100.0,0.0,-10.8,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2138,"San Jose, CA - Parkview",15-May,450000,0.9,-0.2,4.0,100.0,0.0,3.0,0.0,-25.0,1.0,-50.0,100.0,17.0,-10.0,7.0,101.5,1.5,-6.0,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2139,"San Jose, CA - Parkview",15-Jun,460000,2.2,2.4,3.0,-25.0,-40.0,3.0,0.0,0.0,1.0,-50.0,100.0,12.0,-5.0,3.0,100.4,-1.2,-5.6,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2140,"San Jose, CA - Parkview",15-Jul,468000,1.6,2.9,4.0,33.3,0.0,4.0,33.3,0.0,2.0,-50.0,0.0,11.0,-1.0,2.0,101.7,1.3,-3.1,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2141,"San Jose, CA - Parkview",15-Aug,475000,1.6,13.9,3.0,-25.0,50.0,5.0,25.0,66.7,3.0,50.0,50.0,36.0,25.0,21.0,102.4,0.7,1.1,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2142,"San Jose, CA - Parkview",15-Sep,503000,5.9,23.4,2.0,-33.3,0.0,5.0,0.0,25.0,1.0,-66.7,50.0,20.0,-16.0,-22.0,106.1,3.7,4.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2143,"San Jose, CA - Parkview",15-Oct,508000,1.0,18.1,4.0,100.0,33.3,3.0,-40.0,50.0,1.0,-66.7,50.0,38.0,18.0,-11.0,103.4,-2.8,3.9,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2144,"San Jose, CA - Parkview",15-Nov,508000,0.0,16.8,4.0,0.0,100.0,1.0,-66.7,-66.7,1.0,-66.7,50.0,34.0,-4.0,-22.0,105.0,1.7,7.1,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2145,"San Jose, CA - Parkview",15-Dec,508000,0.0,14.7,4.0,0.0,0.0,2.0,100.0,0.0,1.0,-66.7,50.0,34.0,0.0,-7.0,105.0,0.0,5.9,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2146,"San Jose, CA - Parkview",16-Jan,493000,-3.1,10.4,2.0,-50.0,-33.3,1.0,-50.0,-50.0,1.0,-66.7,50.0,9.0,-26.0,-25.0,107.3,2.3,6.9,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2147,"San Jose, CA - Parkview",16-Feb,455000,-7.6,2.0,1.0,-50.0,-66.7,2.0,100.0,0.0,1.0,-66.7,0.0,7.0,-2.0,-26.0,101.3,-6.0,0.9,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2148,"San Jose, CA - Parkview",16-Mar,483000,6.0,8.2,2.0,100.0,0.0,4.0,100.0,100.0,3.0,200.0,0.0,22.0,15.0,-5.0,104.4,3.0,4.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2149,"San Jose, CA - Parkview",16-Apr,510000,5.7,14.3,1.0,-50.0,-50.0,5.0,25.0,66.7,2.0,-33.3,0.0,36.0,15.0,10.0,107.4,3.0,7.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2150,"San Jose, CA - Parkview",16-May,543000,6.4,20.6,4.0,300.0,0.0,4.0,-20.0,33.3,2.0,-33.3,0.0,39.0,3.0,23.0,101.5,-5.9,0.0,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2151,"San Jose, CA - Parkview",16-Jun,558000,2.8,21.2,4.0,0.0,33.3,2.0,-50.0,-33.3,1.0,-33.3,0.0,34.0,-6.0,22.0,103.3,1.8,3.0,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2152,"San Jose, CA - Parkview",16-Jul,555000,-0.4,18.7,5.0,25.0,25.0,2.0,0.0,-50.0,1.0,0.0,-50.0,39.0,6.0,28.0,103.0,-0.3,1.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2153,"San Jose, CA - Parkview",16-Aug,553000,-0.5,16.3,2.0,-60.0,-33.3,2.0,0.0,-60.0,1.0,0.0,-66.7,32.0,-8.0,-5.0,108.3,5.3,5.9,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2154,"San Jose, CA - Parkview",16-Sep,495000,-10.4,-1.6,2.0,0.0,0.0,1.0,-50.0,-80.0,1.0,0.0,-66.7,50.0,18.0,30.0,100.4,-7.9,-5.7,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2155,"San Jose, CA - Parkview",16-Oct,445000,-10.1,-12.4,1.0,-50.0,-75.0,2.0,100.0,-33.3,2.0,0.0,-66.7,60.0,11.0,22.0,98.9,-1.5,-4.4,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,1
2156,"San Jose, CA - Parkview",16-Nov,514000,15.4,1.1,2.0,100.0,-50.0,3.0,50.0,200.0,2.0,0.0,-66.7,37.0,-23.0,3.0,100.7,1.8,-4.3,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2157,"San Jose, CA - Parkview",16-Dec,583000,13.4,14.7,1.0,-50.0,-75.0,3.0,0.0,50.0,2.0,0.0,-66.7,14.0,-23.0,-20.0,102.6,1.8,-2.5,95136.0,townhouse,1,"['San Jose', ' CA - Parkview']",san jose,ca,parkview,51,-121.8505679,37.2692142,2
2158,"San Jose, CA - Rancho Santa Teresa",12-Apr,344000,13.4,15.6,2.0,-50.0,100.0,2.0,0.0,100.0,1.0,0.0,0.0,47.0,-23.0,26.0,98.4,1.8,-1.3,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2159,"San Jose, CA - Rancho Santa Teresa",12-May,344000,0.0,4.2,2.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,40.0,98.4,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2160,"San Jose, CA - Rancho Santa Teresa",12-Jun,344000,0.0,4.2,2.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,40.0,98.4,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2161,"San Jose, CA - Rancho Santa Teresa",12-Oct,420000,0.0,4.2,1.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,40.0,106.3,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2162,"San Jose, CA - Rancho Santa Teresa",12-Nov,420000,0.0,4.2,1.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,9.0,0.0,40.0,106.3,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2163,"San Jose, CA - Rancho Santa Teresa",12-Dec,351000,-16.4,4.2,3.0,200.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,14.0,5.0,40.0,113.9,7.5,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2164,"San Jose, CA - Rancho Santa Teresa",13-Jan,337000,-4.1,4.2,2.0,-33.3,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,30.0,16.0,40.0,117.6,3.8,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2165,"San Jose, CA - Rancho Santa Teresa",13-Feb,337000,0.0,4.2,2.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,30.0,0.0,40.0,117.6,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,1
2166,"San Jose, CA - Rancho Santa Teresa",13-Aug,465000,0.0,4.2,1.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,7.0,0.0,40.0,110.1,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2167,"San Jose, CA - Rancho Santa Teresa",13-Sep,465000,0.0,4.2,1.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,40.0,110.1,0.0,-3.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2168,"San Jose, CA - Rancho Santa Teresa",13-Oct,465000,0.0,10.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,-2.0,110.1,0.0,3.7,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2169,"San Jose, CA - Rancho Santa Teresa",14-Feb,475000,0.0,41.2,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,-23.0,102.8,0.0,-14.8,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2170,"San Jose, CA - Rancho Santa Teresa",14-Mar,475000,0.0,41.2,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,-23.0,102.8,0.0,-14.8,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2171,"San Jose, CA - Rancho Santa Teresa",14-Apr,475000,0.0,41.2,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,-23.0,102.8,0.0,-14.8,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2172,"San Jose, CA - Rancho Santa Teresa",15-Mar,595000,0.0,25.3,1.0,0.0,-50.0,1.0,0.0,-50.0,1.0,0.0,0.0,11.0,0.0,4.0,102.8,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2173,"San Jose, CA - Rancho Santa Teresa",15-Apr,595000,0.0,25.3,1.0,0.0,-50.0,1.0,0.0,-50.0,1.0,0.0,0.0,11.0,0.0,4.0,102.8,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2174,"San Jose, CA - Rancho Santa Teresa",15-May,595000,0.0,25.3,1.0,0.0,-50.0,1.0,0.0,-50.0,1.0,0.0,0.0,11.0,0.0,4.0,102.8,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2175,"San Jose, CA - Rancho Santa Teresa",15-Jul,557000,0.0,25.3,1.0,0.0,-50.0,2.0,0.0,-50.0,1.0,0.0,0.0,32.0,0.0,4.0,104.1,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2176,"San Jose, CA - Rancho Santa Teresa",15-Aug,557000,0.0,25.3,1.0,0.0,-50.0,2.0,0.0,-50.0,1.0,0.0,0.0,32.0,0.0,4.0,104.1,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2177,"San Jose, CA - Rancho Santa Teresa",15-Sep,559000,0.4,25.3,2.0,100.0,-50.0,1.0,-50.0,-50.0,1.0,0.0,0.0,48.0,16.0,4.0,105.0,0.9,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2178,"San Jose, CA - Rancho Santa Teresa",15-Oct,561000,0.4,25.3,1.0,-50.0,-50.0,1.0,-50.0,-50.0,1.0,0.0,0.0,63.0,16.0,4.0,105.9,0.9,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2179,"San Jose, CA - Rancho Santa Teresa",15-Nov,561000,0.0,25.3,1.0,0.0,-50.0,1.0,-50.0,-50.0,1.0,0.0,0.0,63.0,0.0,4.0,105.9,0.0,-0.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2180,"San Jose, CA - Rancho Santa Teresa",16-Mar,615000,0.0,3.4,2.0,0.0,100.0,5.0,-50.0,400.0,1.0,0.0,0.0,39.0,0.0,28.0,106.9,0.0,4.1,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2181,"San Jose, CA - Rancho Santa Teresa",16-Apr,570000,-7.3,-4.2,3.0,50.0,200.0,3.0,-40.0,200.0,1.0,0.0,0.0,42.0,3.0,31.0,104.2,-2.7,1.4,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2182,"San Jose, CA - Rancho Santa Teresa",16-May,615000,7.9,3.4,4.0,33.3,300.0,2.0,-33.3,200.0,1.0,0.0,0.0,27.0,-15.0,16.0,106.5,2.3,3.8,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2183,"San Jose, CA - Rancho Santa Teresa",16-Jun,641000,4.2,3.4,3.0,-25.0,300.0,2.0,-33.3,200.0,1.0,0.0,0.0,42.0,15.0,16.0,106.4,-0.1,3.8,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,3
2185,"San Jose, CA - Rancho Santa Teresa",16-Aug,641000,-3.0,15.1,1.0,-50.0,0.0,2.0,100.0,0.0,1.0,0.0,0.0,92.0,42.0,60.0,107.0,-3.3,2.9,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,3
2188,"San Jose, CA - Rancho Santa Teresa",16-Nov,633000,-7.0,12.7,2.0,100.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,24.0,17.0,-40.0,108.1,-5.4,2.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,3
2189,"San Jose, CA - Rancho Santa Teresa",16-Dec,585000,-7.5,12.7,1.0,-50.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,40.0,17.0,-40.0,102.7,-5.4,2.2,95119.0,townhouse,1,"['San Jose', ' CA - Rancho Santa Teresa']",san jose,ca,rancho,52,-121.7822278,37.2318159,2
2190,"San Jose, CA - Riverview",12-Jul,390000,-7.5,12.7,1.0,-50.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,90.0,17.0,-40.0,92.9,-5.4,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,1
2191,"San Jose, CA - Riverview",12-Aug,390000,0.0,12.7,1.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,90.0,0.0,-40.0,92.9,0.0,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,1
2192,"San Jose, CA - Riverview",12-Sep,390000,0.0,12.7,1.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,90.0,0.0,-40.0,92.9,0.0,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,1
2193,"San Jose, CA - Riverview",13-Oct,455000,0.0,12.7,1.0,0.0,100.0,1.0,-50.0,0.0,1.0,0.0,0.0,2.0,0.0,-40.0,101.6,0.0,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2194,"San Jose, CA - Riverview",13-Nov,455000,0.0,12.7,1.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-40.0,101.6,0.0,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2195,"San Jose, CA - Riverview",13-Dec,455000,0.0,12.7,1.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-40.0,101.6,0.0,2.2,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2196,"San Jose, CA - Riverview",14-Nov,530000,0.0,16.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,45.0,107.1,0.0,5.5,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2197,"San Jose, CA - Riverview",14-Dec,530000,0.0,16.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,45.0,107.1,0.0,5.5,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2198,"San Jose, CA - Riverview",15-Jan,506000,-4.5,16.5,2.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99.0,52.0,45.0,101.7,-5.3,5.5,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2199,"San Jose, CA - Riverview",15-Feb,482000,-4.7,16.5,1.0,-50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,151.0,52.0,45.0,96.4,-5.3,5.5,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2200,"San Jose, CA - Riverview",15-Mar,482000,0.0,16.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,151.0,0.0,45.0,96.4,0.0,5.5,95134.0,townhouse,1,"['San Jose', ' CA - Riverview']",san jose,ca,riverview,53,-121.9529992,37.4308503,2
2201,"San Jose, CA - Rymar",12-Jan,352000,-1.1,46.7,3.0,50.0,200.0,4.0,33.3,300.0,1.0,0.0,-50.0,6.0,0.0,-194.0,102.3,-0.9,16.6,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2202,"San Jose, CA - Rymar",12-Feb,361000,2.6,22.4,2.0,-33.3,0.0,3.0,-25.0,300.0,1.0,0.0,-50.0,16.0,10.0,-98.0,100.3,-2.0,9.5,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2203,"San Jose, CA - Rymar",12-Mar,352000,-2.5,0.6,3.0,50.0,200.0,4.0,33.3,100.0,1.0,0.0,-50.0,14.0,-2.0,-14.0,100.2,-0.1,4.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2204,"San Jose, CA - Rymar",12-Apr,373000,5.8,30.7,4.0,33.3,100.0,3.0,-25.0,50.0,1.0,0.0,-50.0,11.0,-3.0,-98.0,102.0,1.8,8.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2205,"San Jose, CA - Rymar",12-May,375000,0.7,33.5,3.0,-25.0,50.0,3.0,0.0,50.0,1.0,0.0,-50.0,9.0,-2.0,-158.0,102.7,0.7,8.0,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2206,"San Jose, CA - Rymar",12-Jun,379000,0.9,67.8,2.0,-33.3,-33.3,1.0,-66.7,50.0,1.0,0.0,-50.0,8.0,-1.0,-181.0,104.0,1.3,8.2,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2207,"San Jose, CA - Rymar",12-Jul,444000,17.3,56.5,1.0,-50.0,-50.0,2.0,100.0,-33.3,1.0,0.0,-50.0,8.0,0.0,-169.0,100.0,-4.0,2.1,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2208,"San Jose, CA - Rymar",12-Aug,444000,0.0,96.9,1.0,0.0,0.0,2.0,0.0,-50.0,1.0,0.0,-50.0,8.0,0.0,-202.0,100.0,0.0,2.0,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2209,"San Jose, CA - Rymar",12-Sep,444000,0.0,51.8,1.0,0.0,-50.0,4.0,100.0,-20.0,1.0,0.0,-50.0,8.0,0.0,-14.0,100.0,0.0,0.1,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2210,"San Jose, CA - Rymar",12-Oct,375000,-15.5,28.2,2.0,100.0,0.0,4.0,0.0,100.0,1.0,0.0,-50.0,15.0,7.0,-7.0,101.3,1.3,1.5,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2211,"San Jose, CA - Rymar",12-Nov,370000,-1.3,5.7,4.0,100.0,0.0,7.0,75.0,133.3,2.0,0.0,100.0,9.0,-6.0,3.0,102.8,1.5,1.3,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2212,"San Jose, CA - Rymar",12-Dec,390000,5.4,9.6,5.0,25.0,150.0,6.0,-14.3,100.0,1.0,-50.0,0.0,11.0,2.0,5.0,106.0,3.3,2.9,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2213,"San Jose, CA - Rymar",13-Jan,390000,0.0,10.8,3.0,-40.0,0.0,6.0,0.0,50.0,1.0,-50.0,0.0,11.0,0.0,5.0,109.2,3.2,6.9,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
2214,"San Jose, CA - Rymar",13-Feb,502000,28.6,38.9,2.0,-33.3,0.0,2.0,-66.7,-33.3,1.0,-50.0,0.0,18.0,7.0,2.0,112.4,3.2,12.1,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,2
2215,"San Jose, CA - Rymar",13-Mar,439000,-12.5,24.7,2.0,0.0,-33.3,1.0,-50.0,-75.0,1.0,-50.0,0.0,17.0,-1.0,3.0,103.0,-9.4,2.8,95133.0,townhouse,1,"['San Jose', ' CA - Rymar']",san jose,ca,rymar,54,-121.8619539,37.3716914,1
