Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Vinci South",Nov-16,$535K,-10.10%,-35.50%,5,-28.60%,66.70%,2,-60.00%,0.00%,2,0.00%,,45,0,27,97.30%,-1.60%,-7.40%
"San Jose, CA - Vinci South",Dec-16,$535K,0.00%,-25.20%,3,-40.00%,50.00%,2,0.00%,-50.00%,1,-50.00%,,45,0,28,97.60%,0.40%,-8.20%
"San Jose, CA - West Valley",Jan-12,$514K,0.10%,-11.10%,10,-23.10%,0.00%,12,9.10%,0.00%,4,-50.00%,-75.00%,90,11,56,95.80%,-0.90%,-1.60%
"San Jose, CA - West Valley",Feb-12,$383K,-25.60%,-8.10%,10,0.00%,-9.10%,15,25.00%,-11.80%,3,-25.00%,-82.40%,46,-45,-62,97.00%,1.20%,-2.00%
"San Jose, CA - West Valley",Mar-12,$430K,12.40%,-9.10%,11,10.00%,-21.40%,19,26.70%,-5.00%,5,66.70%,-61.50%,20,-26,-73,99.50%,2.50%,-0.10%
"San Jose, CA - West Valley",Apr-12,$491K,14.20%,-2.50%,18,63.60%,-10.00%,20,5.30%,-16.70%,3,-40.00%,-76.90%,19,-2,-79,100.70%,1.20%,1.10%
"San Jose, CA - West Valley",May-12,$537K,9.30%,-7.10%,22,22.20%,-15.40%,23,15.00%,-8.00%,4,33.30%,-63.60%,11,-8,-7,100.80%,0.10%,0.90%
"San Jose, CA - West Valley",Jun-12,$563K,4.90%,-10.60%,24,9.10%,-11.10%,15,-34.80%,-57.10%,2,-50.00%,-88.20%,10,-1,-7,101.10%,0.30%,0.50%
"San Jose, CA - West Valley",Jul-12,$599K,6.40%,-8.50%,21,-12.50%,-19.20%,14,-6.70%,-58.80%,4,100.00%,-80.00%,10,0,-7,102.50%,1.40%,1.60%
"San Jose, CA - West Valley",Aug-12,$615K,2.60%,-18.10%,16,-23.80%,-23.80%,15,7.10%,-51.60%,5,25.00%,-66.70%,10,0,-9,103.40%,1.00%,3.10%
"San Jose, CA - West Valley",Sep-12,$678K,10.30%,6.30%,15,-6.30%,-28.60%,17,13.30%,0.00%,4,-20.00%,-55.60%,10,0,-12,103.40%,-0.10%,3.10%
"San Jose, CA - West Valley",Oct-12,$710K,4.70%,25.70%,15,0.00%,-25.00%,20,17.60%,81.80%,5,25.00%,-28.60%,9,-1,-23,103.60%,0.20%,4.30%
"San Jose, CA - West Valley",Nov-12,$665K,-6.30%,29.10%,18,20.00%,-5.30%,13,-35.00%,85.70%,4,-20.00%,-20.00%,10,1,-38,104.50%,0.90%,6.10%
"San Jose, CA - West Valley",Dec-12,$665K,0.00%,29.50%,16,-11.10%,23.10%,13,0.00%,18.20%,1,-75.00%,-87.50%,10,1,-69,104.40%,-0.10%,7.70%
"San Jose, CA - West Valley",Jan-13,$624K,-6.20%,21.30%,14,-12.50%,40.00%,7,-46.20%,-41.70%,2,100.00%,-50.00%,9,-1,-81,105.70%,1.30%,9.90%
"San Jose, CA - West Valley",Feb-13,$560K,-10.30%,46.40%,10,-28.60%,0.00%,8,14.30%,-46.70%,1,-50.00%,-66.70%,9,0,-37,104.90%,-0.80%,7.90%
"San Jose, CA - West Valley",Mar-13,$604K,7.90%,40.50%,8,-20.00%,-27.30%,12,50.00%,-36.80%,5,400.00%,0.00%,8,-1,-12,107.20%,2.20%,7.60%
"San Jose, CA - West Valley",Apr-13,$660K,9.30%,34.40%,9,12.50%,-50.00%,20,66.70%,0.00%,3,-40.00%,0.00%,10,2,-9,107.50%,0.40%,6.80%
"San Jose, CA - West Valley",May-13,$660K,0.00%,23.00%,19,111.10%,-13.60%,24,20.00%,4.30%,2,-33.30%,-50.00%,10,0,-1,108.20%,0.60%,7.40%
"San Jose, CA - West Valley",Jun-13,$660K,0.00%,17.20%,23,21.10%,-4.20%,26,8.30%,73.30%,6,200.00%,200.00%,10,0,0,108.50%,0.40%,7.40%
"San Jose, CA - West Valley",Jul-13,$643K,-2.70%,7.30%,26,13.00%,23.80%,31,19.20%,121.40%,8,33.30%,100.00%,10,0,0,108.20%,-0.40%,5.70%
"San Jose, CA - West Valley",Aug-13,$750K,16.70%,22.10%,26,0.00%,62.50%,36,16.10%,140.00%,6,-25.00%,20.00%,11,1,1,106.70%,-1.40%,3.30%
"San Jose, CA - West Valley",Sep-13,$739K,-1.50%,9.00%,33,26.90%,120.00%,35,-2.80%,105.90%,5,-16.70%,25.00%,11,1,1,105.40%,-1.40%,2.00%
"San Jose, CA - West Valley",Oct-13,$733K,-0.80%,3.20%,34,3.00%,126.70%,24,-31.40%,20.00%,3,-40.00%,-40.00%,11,0,2,104.40%,-0.90%,0.80%
"San Jose, CA - West Valley",Nov-13,$705K,-3.80%,6.00%,26,-23.50%,44.40%,14,-41.70%,7.70%,3,0.00%,-25.00%,11,0,2,103.90%,-0.60%,-0.70%
"San Jose, CA - West Valley",Dec-13,$705K,0.00%,6.00%,17,-34.60%,6.30%,5,-64.30%,-61.50%,2,-33.30%,100.00%,17,6,7,102.80%,-1.10%,-1.60%
"San Jose, CA - West Valley",Jan-14,$575K,-18.40%,-7.90%,10,-41.20%,-28.60%,6,20.00%,-14.30%,3,50.00%,50.00%,27,10,18,100.60%,-2.10%,-5.10%
"San Jose, CA - West Valley",Feb-14,$705K,22.60%,25.90%,9,-10.00%,-10.00%,7,16.70%,-12.50%,,,,16,-11,7,102.40%,1.80%,-2.50%
"San Jose, CA - West Valley",Mar-14,$718K,1.80%,18.80%,8,-11.10%,0.00%,14,100.00%,16.70%,2,,-60.00%,12,-5,4,104.60%,2.20%,-2.50%
"San Jose, CA - West Valley",Apr-14,$740K,3.10%,12.10%,12,50.00%,33.30%,16,14.30%,-20.00%,1,-50.00%,-66.70%,9,-3,-1,107.80%,3.10%,0.30%
"San Jose, CA - West Valley",May-14,$720K,-2.70%,9.10%,15,25.00%,-21.10%,19,18.80%,-20.80%,3,200.00%,50.00%,9,0,-1,110.70%,2.90%,2.50%
"San Jose, CA - West Valley",Jun-14,$755K,4.90%,14.40%,18,20.00%,-21.70%,21,10.50%,-19.20%,7,133.30%,16.70%,9,0,-1,110.30%,-0.40%,1.80%
"San Jose, CA - West Valley",Jul-14,$908K,20.20%,41.20%,15,-16.70%,-42.30%,21,0.00%,-32.30%,8,14.30%,0.00%,9,0,-1,111.10%,0.70%,2.90%
"San Jose, CA - West Valley",Aug-14,$790K,-12.90%,5.30%,15,0.00%,-42.30%,16,-23.80%,-55.60%,5,-37.50%,-16.70%,9,0,-2,105.30%,-5.80%,-1.40%
"San Jose, CA - West Valley",Sep-14,$908K,14.90%,22.80%,11,-26.70%,-66.70%,15,-6.30%,-57.10%,4,-20.00%,-20.00%,15,6,4,103.30%,-2.00%,-2.00%
"San Jose, CA - West Valley",Oct-14,$688K,-24.20%,-6.10%,19,72.70%,-44.10%,18,20.00%,-25.00%,7,75.00%,133.30%,16,1,5,102.80%,-0.50%,-1.60%
"San Jose, CA - West Valley",Nov-14,$705K,2.50%,0.00%,18,-5.30%,-30.80%,21,16.70%,50.00%,3,-57.10%,0.00%,14,-3,3,106.20%,3.40%,2.30%
"San Jose, CA - West Valley",Dec-14,$705K,0.00%,0.00%,22,22.20%,29.40%,14,-33.30%,180.00%,,,,14,0,-4,106.20%,0.10%,3.50%
"San Jose, CA - West Valley",Jan-15,$700K,-0.70%,21.70%,14,-36.40%,40.00%,9,-35.70%,50.00%,1,,-66.70%,12,-2,-15,107.90%,1.70%,7.30%
"San Jose, CA - West Valley",Feb-15,$689K,-1.60%,-2.30%,12,-14.30%,33.30%,15,66.70%,114.30%,5,400.00%,,11,-1,-5,105.30%,-2.60%,2.90%
"San Jose, CA - West Valley",Mar-15,$730K,6.00%,1.70%,9,-25.00%,12.50%,20,33.30%,42.90%,1,-80.00%,-50.00%,10,-2,-2,108.00%,2.70%,3.30%
"San Jose, CA - West Valley",Apr-15,$974K,33.40%,31.60%,13,44.40%,8.30%,25,25.00%,56.30%,3,200.00%,200.00%,11,2,2,108.90%,1.00%,1.20%
"San Jose, CA - West Valley",May-15,$950K,-2.40%,31.90%,19,46.20%,26.70%,17,-32.00%,-10.50%,2,-33.30%,-33.30%,10,-1,1,114.10%,5.20%,3.40%
"San Jose, CA - West Valley",Jun-15,$950K,0.00%,25.80%,19,0.00%,5.60%,22,29.40%,4.80%,3,50.00%,-57.10%,9,-1,0,112.60%,-1.50%,2.30%
"San Jose, CA - West Valley",Jul-15,$935K,-1.60%,3.00%,22,15.80%,46.70%,17,-22.70%,-19.00%,3,0.00%,-62.50%,9,0,0,112.50%,-0.10%,1.40%
"San Jose, CA - West Valley",Aug-15,"$1,133K",21.20%,43.40%,19,-13.60%,26.70%,26,52.90%,62.50%,7,133.30%,40.00%,9,0,0,108.20%,-4.30%,2.90%
"San Jose, CA - West Valley",Sep-15,"$1,003K",-11.50%,10.50%,25,31.60%,127.30%,20,-23.10%,33.30%,6,-14.30%,50.00%,9,0,-6,108.40%,0.20%,5.10%
"San Jose, CA - West Valley",Oct-15,$973K,-3.00%,41.40%,19,-24.00%,0.00%,20,0.00%,11.10%,7,16.70%,0.00%,10,1,-7,106.60%,-1.80%,3.80%
"San Jose, CA - West Valley",Nov-15,$905K,-7.00%,28.40%,21,10.50%,16.70%,13,-35.00%,-38.10%,3,-57.10%,0.00%,15,5,1,106.20%,-0.40%,0.00%
"San Jose, CA - West Valley",Dec-15,$875K,-3.30%,24.10%,18,-14.30%,-18.20%,9,-30.80%,-35.70%,1,-66.70%,,32,18,19,106.50%,0.30%,0.30%
"San Jose, CA - West Valley",Jan-16,$920K,5.10%,31.40%,15,-16.70%,7.10%,8,-11.10%,-11.10%,2,100.00%,100.00%,37,5,25,107.00%,0.40%,-1.00%
"San Jose, CA - West Valley",Feb-16,$901K,-2.10%,30.80%,8,-46.70%,-33.30%,11,37.50%,-26.70%,6,200.00%,20.00%,19,-18,8,108.30%,1.30%,3.00%
"San Jose, CA - West Valley",Mar-16,"$1,053K",16.80%,44.20%,8,0.00%,-11.10%,26,136.40%,30.00%,10,66.70%,900.00%,14,-5,5,104.80%,-3.40%,-3.10%
"San Jose, CA - West Valley",Apr-16,$992K,-5.70%,1.90%,17,112.50%,30.80%,28,7.70%,12.00%,7,-30.00%,133.30%,19,5,8,105.50%,0.70%,-3.40%
"San Jose, CA - West Valley",May-16,"$1,150K",15.90%,21.10%,22,29.40%,15.80%,38,35.70%,123.50%,13,85.70%,550.00%,16,-3,6,105.30%,-0.20%,-8.80%
"San Jose, CA - West Valley",Jun-16,$980K,-14.80%,3.20%,29,31.80%,52.60%,31,-18.40%,40.90%,11,-15.40%,266.70%,15,-1,6,104.90%,-0.40%,-7.70%
"San Jose, CA - West Valley",Jul-16,$980K,0.00%,4.80%,29,0.00%,31.80%,30,-3.20%,76.50%,6,-45.50%,100.00%,15,0,6,103.60%,-1.40%,-8.90%
"San Jose, CA - West Valley",Aug-16,$911K,-7.00%,-19.60%,28,-3.40%,47.40%,23,-23.30%,-11.50%,12,100.00%,71.40%,22,7,13,102.70%,-0.90%,-5.50%
"San Jose, CA - West Valley",Sep-16,$982K,7.80%,-2.10%,21,-25.00%,-16.00%,21,-8.70%,5.00%,10,-16.70%,66.70%,36,14,27,101.60%,-1.10%,-6.80%
"San Jose, CA - West Valley",Oct-16,$966K,-1.60%,-0.70%,18,-14.30%,-5.30%,20,-4.80%,0.00%,6,-40.00%,-14.30%,37,1,28,100.70%,-0.90%,-5.90%
"San Jose, CA - West Valley",Nov-16,$950K,-1.70%,5.00%,18,0.00%,-14.30%,15,-25.00%,15.40%,4,-33.30%,33.30%,33,-5,18,101.10%,0.40%,-5.10%
"San Jose, CA - West Valley",Dec-16,$867K,-8.80%,-1.00%,20,11.10%,11.10%,9,-40.00%,0.00%,2,-50.00%,100.00%,33,0,1,101.00%,-0.10%,-5.50%
"San Jose, CA - Westmont",Jan-12,$390K,0.00%,,1,0.00%,,1,0.00%,,,,,147,0,,95.10%,0.00%,
"San Jose, CA - Westmont",Feb-12,$383K,-1.90%,,2,100.00%,,1,0.00%,,,,,82,-65,,97.60%,2.40%,
"San Jose, CA - Westmont",Mar-12,$375K,-2.00%,,1,-50.00%,,,,,,,,17,-65,,100.00%,2.40%,
"San Jose, CA - Westmont",Apr-12,$375K,0.00%,,1,0.00%,,,,,,,,17,0,,100.00%,0.00%,
"San Jose, CA - Westmont",Dec-12,$360K,,-7.70%,1,,0.00%,,,,1,,0.00%,104,,-43,100.00%,,4.90%
"San Jose, CA - Westmont",Jan-13,$360K,0.00%,-7.70%,1,0.00%,0.00%,,,,1,0.00%,,104,0,-43,100.00%,0.00%,4.90%
"San Jose, CA - Westmont",Feb-13,$360K,0.00%,-5.90%,1,0.00%,-50.00%,,,,1,0.00%,,104,0,22,100.00%,0.00%,2.40%
"San Jose, CA - Westmont",Apr-13,$470K,,25.30%,1,,0.00%,3,,,,,,5,,-12,113.30%,,13.30%
"San Jose, CA - Westmont",May-13,$520K,10.50%,,4,300.00%,,4,33.30%,,,,,28,23,,105.60%,-7.70%,
"San Jose, CA - Westmont",Jun-13,$520K,0.00%,,4,0.00%,,2,-50.00%,,,,,28,0,,105.60%,0.00%,
"San Jose, CA - Westmont",Jul-13,$540K,3.90%,,5,25.00%,,5,150.00%,,1,,,11,-17,,103.50%,-2.10%,
"San Jose, CA - Westmont",Aug-13,$525K,-2.80%,,2,-60.00%,,5,0.00%,,1,0.00%,,7,-5,,104.20%,0.70%,
"San Jose, CA - Westmont",Sep-13,$484K,-7.90%,,4,100.00%,,4,-20.00%,,,,,9,3,,101.00%,-3.20%,
"San Jose, CA - Westmont",Oct-13,$457K,-5.50%,,3,-25.00%,,2,-50.00%,,,,,19,10,,98.20%,-2.90%,
"San Jose, CA - Westmont",Nov-13,$457K,0.00%,,3,0.00%,,2,0.00%,,1,,,19,0,,98.20%,0.00%,
"San Jose, CA - Westmont",Dec-13,$481K,5.30%,33.70%,2,-33.30%,100.00%,2,0.00%,,1,0.00%,0.00%,35,16,-70,99.40%,1.20%,-0.60%
"San Jose, CA - Westmont",Jan-14,$490K,1.70%,36.00%,1,-50.00%,0.00%,1,-50.00%,,1,0.00%,0.00%,7,-28,-97,100.00%,0.60%,0.00%
"San Jose, CA - Westmont",Feb-14,$490K,0.00%,36.00%,1,0.00%,0.00%,,,,,,,7,0,-97,100.00%,0.00%,0.00%
"San Jose, CA - Westmont",Mar-14,$445K,-9.10%,,1,0.00%,,1,,,,,,95,88,,102.30%,2.30%,
"San Jose, CA - Westmont",Apr-14,$478K,7.30%,1.60%,2,100.00%,100.00%,1,0.00%,-66.70%,,,,54,-41,49,101.10%,-1.10%,-12.10%
"San Jose, CA - Westmont",May-14,$478K,0.00%,-8.10%,2,0.00%,-50.00%,1,0.00%,-75.00%,,,,54,0,26,101.10%,0.00%,-4.40%
"San Jose, CA - Westmont",Jun-14,$510K,6.80%,-1.80%,1,-50.00%,-75.00%,2,100.00%,0.00%,2,,,13,-41,-15,100.00%,-1.10%,-5.60%
"San Jose, CA - Westmont",Aug-14,$490K,,-6.70%,1,,-50.00%,2,,-60.00%,,,,55,,49,98.40%,,-5.80%
"San Jose, CA - Westmont",Sep-14,$485K,-1.10%,0.30%,2,100.00%,-50.00%,,,,,,,67,12,58,97.30%,-1.10%,-3.70%
"San Jose, CA - Westmont",Oct-14,$490K,1.10%,7.20%,3,50.00%,0.00%,1,,-50.00%,,,,55,-12,36,98.80%,1.50%,0.70%
"San Jose, CA - Westmont",Nov-14,$590K,20.40%,29.00%,2,-33.30%,-33.30%,1,0.00%,-50.00%,,,,42,-13,23,99.00%,0.20%,0.90%
"San Jose, CA - Westmont",Dec-14,$700K,18.70%,45.50%,1,-50.00%,-50.00%,1,0.00%,-50.00%,,,,6,-36,-29,101.70%,2.70%,2.40%
"San Jose, CA - Westmont",Apr-16,$631K,,,2,,,3,,,1,,,27,,,108.20%,,
"San Jose, CA - Westmont",May-16,$631K,0.00%,,2,0.00%,,5,66.70%,,2,100.00%,,27,0,,108.20%,0.00%,
"San Jose, CA - Westmont",Jun-16,$750K,19.00%,,5,150.00%,,3,-40.00%,,,,,27,1,,106.00%,-2.20%,
"San Jose, CA - Westmont",Jul-16,$782K,4.30%,,3,-40.00%,,3,0.00%,,1,,,27,0,,104.50%,-1.50%,
"San Jose, CA - Westmont",Aug-16,$782K,0.00%,,3,0.00%,,1,-66.70%,,1,0.00%,,27,0,,104.50%,0.00%,
"San Jose, CA - Westmont",Sep-16,$580K,-25.80%,,1,-66.70%,,2,100.00%,,1,0.00%,,70,43,,96.80%,-7.70%,
"San Jose, CA - Westmont",Oct-16,$580K,0.00%,,1,0.00%,,1,-50.00%,,1,0.00%,,70,0,,96.80%,0.00%,
"San Jose, CA - Westmont",Nov-16,$580K,0.00%,,1,0.00%,,1,0.00%,,1,0.00%,,70,0,,96.80%,0.00%,
"San Jose, CA - Westmont",Dec-16,$772K,33.10%,,1,0.00%,,1,0.00%,,1,0.00%,,81,11,,96.60%,-0.20%,
"San Jose, CA - Whaley",Jan-12,$161K,-6.50%,-4.60%,4,0.00%,-33.30%,6,20.00%,20.00%,3,0.00%,-25.00%,64,0,-6,100.10%,-0.20%,1.20%
"San Jose, CA - Whaley",Feb-12,$160K,-0.80%,-7.20%,3,-25.00%,-50.00%,4,-33.30%,-33.30%,3,0.00%,-40.00%,31,-33,-24,102.30%,2.10%,3.40%
"San Jose, CA - Whaley",Mar-12,$159K,-0.80%,-6.60%,2,-33.30%,-71.40%,7,75.00%,40.00%,5,66.70%,-16.70%,20,-12,-39,100.20%,-2.10%,4.60%
"San Jose, CA - Whaley",Apr-12,$210K,32.30%,20.70%,4,100.00%,-33.30%,8,14.30%,-11.10%,4,-20.00%,-20.00%,20,0,-38,97.80%,-2.40%,1.30%
"San Jose, CA - Whaley",May-12,$224K,6.80%,40.20%,4,0.00%,-42.90%,7,-12.50%,16.70%,3,-25.00%,-40.00%,37,17,-42,97.70%,-0.20%,0.00%
"San Jose, CA - Whaley",Jun-12,$224K,0.00%,47.00%,6,50.00%,200.00%,4,-42.90%,-20.00%,2,-33.30%,-50.00%,37,0,-98,100.40%,2.70%,-2.10%
"San Jose, CA - Whaley",Jul-12,$260K,15.90%,76.30%,5,-16.70%,-16.70%,2,-50.00%,100.00%,1,-50.00%,,44,8,-78,107.30%,6.90%,9.30%
"San Jose, CA - Whaley",Aug-12,$248K,-4.70%,65.20%,4,-20.00%,-20.00%,1,-50.00%,-50.00%,1,0.00%,0.00%,33,-12,-47,109.20%,2.00%,12.20%
"San Jose, CA - Whaley",Sep-12,$223K,-10.10%,48.50%,4,0.00%,-20.00%,,,,,,,44,11,-36,112.80%,3.60%,15.80%
"San Jose, CA - Whaley",Oct-12,$167K,-25.30%,-8.90%,4,0.00%,100.00%,2,,100.00%,1,,,43,-1,-2,105.70%,-7.10%,3.90%
"San Jose, CA - Whaley",Nov-12,$167K,0.00%,-7.50%,4,0.00%,33.30%,3,50.00%,-25.00%,,,,43,0,-6,105.70%,0.00%,7.40%
"San Jose, CA - Whaley",Dec-12,$160K,-3.90%,-7.20%,2,-50.00%,-50.00%,4,33.30%,-20.00%,1,,-66.70%,58,15,-6,98.50%,-7.20%,-1.90%
"San Jose, CA - Whaley",Jan-13,$288K,80.00%,78.60%,2,0.00%,-50.00%,2,-50.00%,-66.70%,,,,32,-27,-32,102.90%,4.40%,2.70%
"San Jose, CA - Whaley",Feb-13,$280K,-2.80%,75.00%,3,50.00%,0.00%,2,0.00%,-50.00%,1,,-66.70%,13,-19,-18,95.50%,-7.40%,-6.80%
"San Jose, CA - Whaley",Mar-13,$274K,-2.10%,72.60%,4,33.30%,100.00%,5,150.00%,-28.60%,3,200.00%,-40.00%,12,-1,-8,101.40%,5.90%,1.20%
"San Jose, CA - Whaley",Apr-13,$260K,-5.30%,23.60%,4,0.00%,0.00%,5,0.00%,-37.50%,1,-66.70%,-75.00%,11,-2,-9,106.20%,4.80%,8.40%
"San Jose, CA - Whaley",May-13,$268K,3.30%,19.50%,3,-25.00%,-25.00%,6,20.00%,-14.30%,2,100.00%,-33.30%,10,-1,-27,114.70%,8.50%,17.00%
"San Jose, CA - Whaley",Jun-13,$267K,-0.50%,19.00%,4,33.30%,-33.30%,3,-50.00%,-25.00%,1,-50.00%,-50.00%,11,1,-26,109.60%,-5.10%,9.20%
"San Jose, CA - Whaley",Jul-13,$274K,2.50%,5.20%,3,-25.00%,-40.00%,8,166.70%,300.00%,5,400.00%,400.00%,10,-1,-34,110.70%,1.10%,3.40%
"San Jose, CA - Whaley",Aug-13,$267K,-2.50%,7.70%,4,33.30%,0.00%,8,0.00%,700.00%,5,0.00%,400.00%,12,2,-21,111.10%,0.50%,1.90%
"San Jose, CA - Whaley",Sep-13,$308K,15.30%,38.00%,4,0.00%,0.00%,10,25.00%,,6,20.00%,,19,7,-25,112.70%,1.50%,-0.20%
"San Jose, CA - Whaley",Oct-13,$310K,0.80%,86.20%,5,25.00%,25.00%,8,-20.00%,300.00%,8,33.30%,700.00%,28,9,-15,107.50%,-5.10%,1.90%
"San Jose, CA - Whaley",Nov-13,$303K,-2.40%,81.70%,6,20.00%,50.00%,8,0.00%,166.70%,5,-37.50%,,22,-6,-21,104.30%,-3.20%,-1.40%
"San Jose, CA - Whaley",Dec-13,$310K,2.50%,93.80%,5,-16.70%,150.00%,6,-25.00%,50.00%,2,-60.00%,100.00%,28,6,-30,101.60%,-2.70%,3.10%
"San Jose, CA - Whaley",Jan-14,$306K,-1.40%,6.20%,8,60.00%,300.00%,3,-50.00%,50.00%,1,-50.00%,,49,21,18,101.00%,-0.60%,-1.90%
"San Jose, CA - Whaley",Feb-14,$330K,7.80%,17.70%,6,-25.00%,100.00%,4,33.30%,100.00%,3,200.00%,200.00%,49,0,36,101.20%,0.20%,5.70%
"San Jose, CA - Whaley",Mar-14,$334K,1.40%,21.90%,5,-16.70%,25.00%,4,0.00%,-20.00%,1,-66.70%,-66.70%,27,-22,15,101.10%,-0.10%,-0.30%
"San Jose, CA - Whaley",Apr-14,$343K,2.50%,32.00%,3,-40.00%,-25.00%,4,0.00%,-20.00%,1,0.00%,0.00%,18,-9,8,99.70%,-1.40%,-6.50%
"San Jose, CA - Whaley",May-14,$343K,0.00%,27.80%,3,0.00%,0.00%,3,-25.00%,-50.00%,3,200.00%,50.00%,18,0,8,99.70%,0.00%,-14.90%
"San Jose, CA - Whaley",Jun-14,$334K,-2.60%,25.10%,4,33.30%,0.00%,4,33.30%,33.30%,3,0.00%,200.00%,31,13,21,100.20%,0.50%,-9.40%
"San Jose, CA - Whaley",Jul-14,$375K,12.40%,37.10%,3,-25.00%,0.00%,9,125.00%,12.50%,6,100.00%,20.00%,64,33,54,101.90%,1.70%,-8.80%
"San Jose, CA - Whaley",Aug-14,$350K,-6.70%,31.20%,4,33.30%,0.00%,12,33.30%,50.00%,8,33.30%,60.00%,52,-12,40,101.40%,-0.50%,-9.70%
"San Jose, CA - Whaley",Sep-14,$358K,2.10%,16.30%,6,50.00%,50.00%,13,8.30%,30.00%,9,12.50%,50.00%,33,-19,14,100.90%,-0.50%,-11.70%
"San Jose, CA - Whaley",Oct-14,$325K,-9.10%,4.80%,5,-16.70%,0.00%,12,-7.70%,50.00%,8,-11.10%,0.00%,26,-7,-2,100.30%,-0.60%,-7.20%
"San Jose, CA - Whaley",Nov-14,$315K,-3.10%,4.10%,7,40.00%,16.70%,7,-41.70%,-12.50%,6,-25.00%,20.00%,19,-7,-3,100.20%,-0.10%,-4.20%
"San Jose, CA - Whaley",Dec-14,$315K,0.00%,1.60%,9,28.60%,80.00%,5,-28.60%,-16.70%,4,-33.30%,100.00%,40,21,12,102.20%,2.00%,0.60%
"San Jose, CA - Whaley",Jan-15,$321K,2.00%,5.10%,8,-11.10%,0.00%,2,-60.00%,-33.30%,4,0.00%,300.00%,43,3,-6,102.50%,0.30%,1.50%
"San Jose, CA - Whaley",Feb-15,$338K,5.30%,2.70%,6,-25.00%,0.00%,3,50.00%,-25.00%,3,-25.00%,0.00%,53,10,4,102.90%,0.40%,1.70%
"San Jose, CA - Whaley",Mar-15,$340K,0.40%,1.60%,4,-33.30%,-20.00%,2,-33.30%,-50.00%,1,-66.70%,0.00%,88,36,61,97.30%,-5.60%,-3.80%
"San Jose, CA - Whaley",Apr-15,$360K,6.00%,5.10%,5,25.00%,66.70%,3,50.00%,-25.00%,1,0.00%,0.00%,50,-38,32,99.00%,1.70%,-0.70%
"San Jose, CA - Whaley",May-15,$370K,2.80%,8.00%,5,0.00%,66.70%,3,0.00%,0.00%,,,,42,-8,24,100.20%,1.20%,0.50%
"San Jose, CA - Whaley",Jun-15,$380K,2.70%,13.90%,3,-40.00%,-25.00%,5,66.70%,25.00%,1,,-66.70%,10,-32,-21,104.80%,4.50%,4.60%
"San Jose, CA - Whaley",Jul-15,$380K,0.00%,1.30%,2,-33.30%,-33.30%,3,-40.00%,-66.70%,1,0.00%,-83.30%,9,-2,-56,104.30%,-0.50%,2.40%
"San Jose, CA - Whaley",Aug-15,$390K,2.60%,11.40%,1,-50.00%,-75.00%,2,-33.30%,-83.30%,1,0.00%,-87.50%,6,-3,-46,105.20%,0.90%,3.70%
