Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Berryessa",May-13,$440K,2.30%,10.00%,22,29.40%,-29.00%,29,45.00%,16.00%,9,200.00%,12.50%,8,1,-7,108.20%,0.70%,8.00%
"San Jose, CA - Berryessa",Jun-13,$537K,21.90%,29.60%,26,18.20%,-13.30%,50,72.40%,108.30%,15,66.70%,87.50%,9,1,-7,109.30%,1.10%,7.90%
"San Jose, CA - Berryessa",Jul-13,$516K,-3.80%,35.80%,35,34.60%,52.20%,62,24.00%,148.00%,19,26.70%,90.00%,13,4,-1,108.40%,-0.90%,6.00%
"San Jose, CA - Berryessa",Aug-13,$545K,5.60%,26.50%,44,25.70%,158.80%,58,-6.50%,141.70%,15,-21.10%,87.50%,12,-1,-4,106.30%,-2.00%,4.10%
"San Jose, CA - Berryessa",Sep-13,$550K,0.80%,29.00%,48,9.10%,220.00%,46,-20.70%,109.10%,12,-20.00%,140.00%,13,1,-4,104.70%,-1.60%,2.70%
"San Jose, CA - Berryessa",Oct-13,$576K,4.70%,35.30%,48,0.00%,140.00%,37,-19.60%,76.20%,9,-25.00%,200.00%,17,4,6,102.30%,-2.40%,-1.30%
"San Jose, CA - Berryessa",Nov-13,$590K,2.50%,32.30%,41,-14.60%,51.90%,31,-16.20%,72.20%,7,-22.20%,250.00%,26,9,15,101.90%,-0.40%,-2.10%
"San Jose, CA - Berryessa",Dec-13,$570K,-3.40%,27.80%,33,-19.50%,32.00%,17,-45.20%,0.00%,3,-57.10%,0.00%,16,-10,6,101.60%,-0.30%,-4.10%
"San Jose, CA - Berryessa",Jan-14,$520K,-8.80%,14.30%,21,-36.40%,0.00%,12,-29.40%,-33.30%,4,33.30%,33.30%,13,-3,2,101.70%,0.10%,-3.90%
"San Jose, CA - Berryessa",Feb-14,$463K,-11.00%,23.50%,16,-23.80%,23.10%,17,41.70%,-15.00%,6,50.00%,0.00%,17,4,8,98.90%,-2.80%,-8.50%
"San Jose, CA - Berryessa",Mar-14,$494K,6.60%,31.60%,20,25.00%,53.80%,33,94.10%,50.00%,11,83.30%,266.70%,12,-6,3,102.60%,3.70%,-3.00%
"San Jose, CA - Berryessa",Apr-14,$627K,27.10%,45.90%,28,40.00%,64.70%,42,27.30%,110.00%,12,9.10%,300.00%,11,-1,4,103.70%,1.10%,-3.80%
"San Jose, CA - Berryessa",May-14,$640K,2.00%,45.50%,37,32.10%,68.20%,47,11.90%,62.10%,10,-16.70%,11.10%,11,0,3,105.20%,1.50%,-3.00%
"San Jose, CA - Berryessa",Jun-14,$629K,-1.70%,17.30%,40,8.10%,53.80%,42,-10.60%,-16.00%,10,0.00%,-33.30%,11,0,2,104.70%,-0.40%,-4.50%
"San Jose, CA - Berryessa",Jul-14,$640K,1.70%,24.00%,37,-7.50%,5.70%,47,11.90%,-24.20%,22,120.00%,15.80%,10,-2,-4,104.50%,-0.20%,-3.90%
"San Jose, CA - Berryessa",Aug-14,$632K,-1.30%,15.90%,36,-2.70%,-18.20%,48,2.10%,-17.20%,18,-18.20%,20.00%,11,2,-1,103.50%,-1.00%,-2.80%
"San Jose, CA - Berryessa",Sep-14,$645K,2.10%,17.40%,33,-8.30%,-31.30%,48,0.00%,4.30%,15,-16.70%,25.00%,15,4,2,102.20%,-1.30%,-2.50%
"San Jose, CA - Berryessa",Oct-14,$559K,-13.30%,-2.90%,40,21.20%,-16.70%,36,-25.00%,-2.70%,15,0.00%,66.70%,19,4,2,101.60%,-0.60%,-0.60%
"San Jose, CA - Berryessa",Nov-14,$546K,-2.40%,-7.50%,35,-12.50%,-14.60%,26,-27.80%,-16.10%,11,-26.70%,57.10%,20,1,-6,101.20%,-0.40%,-0.70%
"San Jose, CA - Berryessa",Dec-14,$533K,-2.30%,-6.50%,34,-2.90%,3.00%,17,-34.60%,0.00%,4,-63.60%,33.30%,28,8,12,101.00%,-0.20%,-0.60%
"San Jose, CA - Berryessa",Jan-15,$642K,20.50%,23.50%,21,-38.20%,0.00%,13,-23.50%,8.30%,3,-25.00%,-25.00%,21,-7,8,101.20%,0.20%,-0.50%
"San Jose, CA - Berryessa",Feb-15,$630K,-1.90%,36.00%,18,-14.30%,12.50%,15,15.40%,-11.80%,5,66.70%,-16.70%,14,-7,-3,103.50%,2.40%,4.60%
"San Jose, CA - Berryessa",Mar-15,$630K,0.00%,27.60%,16,-11.10%,-20.00%,19,26.70%,-42.40%,3,-40.00%,-72.70%,10,-4,-2,105.90%,2.40%,3.30%
"San Jose, CA - Berryessa",Apr-15,$651K,3.30%,3.70%,22,37.50%,-21.40%,29,52.60%,-31.00%,6,100.00%,-50.00%,10,0,-1,108.30%,2.40%,4.70%
"San Jose, CA - Berryessa",May-15,$690K,6.10%,7.80%,33,50.00%,-10.80%,30,3.40%,-36.20%,3,-50.00%,-70.00%,9,-1,-2,108.80%,0.40%,3.60%
"San Jose, CA - Berryessa",Jun-15,$700K,1.40%,11.20%,31,-6.10%,-22.50%,35,16.70%,-16.70%,6,100.00%,-40.00%,9,0,-2,109.30%,0.50%,4.50%
"San Jose, CA - Berryessa",Jul-15,$702K,0.30%,9.70%,33,6.50%,-10.80%,31,-11.40%,-34.00%,8,33.30%,-63.60%,9,0,-1,108.00%,-1.30%,3.50%
"San Jose, CA - Berryessa",Aug-15,$664K,-5.50%,5.10%,27,-18.20%,-25.00%,29,-6.50%,-39.60%,3,-62.50%,-83.30%,12,3,1,106.20%,-1.80%,2.60%
"San Jose, CA - Berryessa",Sep-15,$692K,4.20%,7.20%,32,18.50%,-3.00%,28,-3.40%,-41.70%,9,200.00%,-40.00%,13,1,-2,104.90%,-1.30%,2.70%
"San Jose, CA - Berryessa",Oct-15,$678K,-2.00%,21.30%,25,-21.90%,-37.50%,22,-21.40%,-38.90%,8,-11.10%,-46.70%,14,1,-5,104.20%,-0.70%,2.60%
"San Jose, CA - Berryessa",Nov-15,$720K,6.20%,32.00%,21,-16.00%,-40.00%,19,-13.60%,-26.90%,5,-37.50%,-54.50%,18,4,-2,103.50%,-0.70%,2.30%
"San Jose, CA - Berryessa",Dec-15,$662K,-8.10%,24.30%,18,-14.30%,-47.10%,14,-26.30%,-17.60%,2,-60.00%,-50.00%,30,12,2,104.70%,1.10%,3.60%
"San Jose, CA - Berryessa",Jan-16,$642K,-3.00%,0.00%,18,0.00%,-14.30%,15,7.10%,15.40%,4,100.00%,33.30%,27,-3,6,105.10%,0.40%,3.90%
"San Jose, CA - Berryessa",Feb-16,$603K,-6.20%,-4.30%,16,-11.10%,-11.10%,20,33.30%,33.30%,9,125.00%,80.00%,15,-12,1,106.90%,1.80%,3.30%
"San Jose, CA - Berryessa",Mar-16,$631K,4.60%,0.20%,18,12.50%,12.50%,27,35.00%,42.10%,4,-55.60%,33.30%,14,-1,4,107.40%,0.60%,1.50%
"San Jose, CA - Berryessa",Apr-16,$695K,10.20%,6.80%,23,27.80%,4.50%,30,11.10%,3.40%,3,-25.00%,-50.00%,13,-2,3,107.20%,-0.30%,-1.20%
"San Jose, CA - Berryessa",May-16,$733K,5.40%,6.20%,28,21.70%,-15.20%,35,16.70%,16.70%,9,200.00%,200.00%,12,-1,3,106.80%,-0.40%,-1.90%
"San Jose, CA - Berryessa",Jun-16,$740K,1.00%,5.70%,28,0.00%,-9.70%,30,-14.30%,-14.30%,9,0.00%,50.00%,12,0,3,107.30%,0.50%,-1.90%
"San Jose, CA - Berryessa",Jul-16,$700K,-5.40%,-0.30%,25,-10.70%,-24.20%,36,20.00%,16.10%,10,11.10%,25.00%,13,1,4,107.80%,0.50%,-0.20%
"San Jose, CA - Berryessa",Aug-16,$715K,2.10%,7.80%,27,8.00%,0.00%,36,0.00%,24.10%,13,30.00%,333.30%,14,1,2,106.70%,-1.10%,0.50%
"San Jose, CA - Berryessa",Sep-16,$713K,-0.30%,3.10%,30,11.10%,-6.30%,37,2.80%,32.10%,13,0.00%,44.40%,15,1,2,106.10%,-0.60%,1.20%
"San Jose, CA - Berryessa",Oct-16,$725K,1.70%,6.90%,35,16.70%,40.00%,31,-16.20%,40.90%,8,-38.50%,0.00%,21,6,7,104.30%,-1.90%,0.10%
"San Jose, CA - Berryessa",Nov-16,$722K,-0.40%,0.30%,33,-5.70%,57.10%,19,-38.70%,0.00%,6,-25.00%,20.00%,26,5,8,103.80%,-0.50%,0.30%
"San Jose, CA - Berryessa",Dec-16,$733K,1.40%,10.60%,26,-21.20%,44.40%,14,-26.30%,0.00%,3,-50.00%,50.00%,34,8,5,102.50%,-1.30%,-2.20%
"San Jose, CA - Berryessa Creek",Jan-12,$320K,-1.30%,,3,-25.00%,,2,100.00%,,1,0.00%,,7,-10,,101.00%,0.20%,
"San Jose, CA - Berryessa Creek",Feb-12,$325K,1.60%,13.50%,2,-33.30%,0.00%,2,0.00%,-66.70%,,,,7,-1,-3,101.60%,0.50%,-0.60%
"San Jose, CA - Berryessa Creek",Mar-12,$308K,-5.30%,17.20%,2,0.00%,-60.00%,1,-50.00%,-80.00%,,,,66,60,54,97.90%,-3.70%,0.10%
"San Jose, CA - Berryessa Creek",Apr-12,$307K,-0.40%,24.60%,3,50.00%,-50.00%,2,100.00%,-71.40%,2,,-33.30%,125,59,115,102.20%,4.30%,3.40%
"San Jose, CA - Berryessa Creek",May-12,$307K,0.00%,40.90%,5,66.70%,0.00%,3,50.00%,-57.10%,,,,9,-116,0,104.40%,2.20%,1.80%
"San Jose, CA - Berryessa Creek",Jun-12,$251K,-18.20%,9.30%,4,-20.00%,33.30%,4,33.30%,-20.00%,,,,9,0,0,109.00%,4.60%,-1.50%
"San Jose, CA - Berryessa Creek",Jul-12,$262K,4.30%,20.20%,3,-25.00%,0.00%,2,-50.00%,-33.30%,,,,9,0,-3,108.40%,-0.60%,-0.60%
"San Jose, CA - Berryessa Creek",Aug-12,$262K,0.00%,-9.50%,1,-66.70%,-75.00%,1,-50.00%,-75.00%,,,,9,0,-44,109.90%,1.50%,9.40%
"San Jose, CA - Berryessa Creek",Oct-12,$289K,,-6.00%,2,,-50.00%,1,,-75.00%,,,,8,,-54,109.40%,,11.60%
"San Jose, CA - Berryessa Creek",Nov-12,$289K,0.00%,1.10%,2,0.00%,-33.30%,2,100.00%,100.00%,,,,8,0,-150,109.40%,0.00%,12.00%
"San Jose, CA - Berryessa Creek",Dec-12,$320K,10.90%,-1.30%,3,50.00%,-25.00%,1,-50.00%,0.00%,,,,7,-1,-10,106.30%,-3.10%,5.50%
"San Jose, CA - Berryessa Creek",Jan-13,$353K,10.20%,10.20%,2,-33.30%,-33.30%,4,300.00%,100.00%,,,,4,-4,-4,103.80%,-2.50%,2.70%
"San Jose, CA - Berryessa Creek",Feb-13,$355K,0.70%,9.20%,3,50.00%,50.00%,3,-25.00%,50.00%,,,,5,2,-2,103.40%,-0.30%,1.90%
"San Jose, CA - Berryessa Creek",Mar-13,$365K,2.80%,18.60%,2,-33.30%,0.00%,3,0.00%,200.00%,,,,6,1,-61,105.20%,1.70%,7.30%
"San Jose, CA - Berryessa Creek",Apr-13,$375K,2.70%,22.30%,1,-50.00%,-66.70%,,,,,,,6,1,-119,102.70%,-2.40%,0.50%
"San Jose, CA - Berryessa Creek",Jun-13,$400K,,59.50%,1,,-75.00%,5,,25.00%,2,,,16,,7,105.30%,,-3.70%
"San Jose, CA - Berryessa Creek",Jul-13,$400K,0.00%,53.00%,3,200.00%,0.00%,6,20.00%,200.00%,2,0.00%,,8,-8,-1,105.60%,0.30%,-2.80%
"San Jose, CA - Berryessa Creek",Aug-13,$455K,13.80%,74.00%,4,33.30%,300.00%,7,16.70%,600.00%,3,50.00%,,10,2,1,105.30%,-0.30%,-4.60%
"San Jose, CA - Berryessa Creek",Sep-13,$498K,9.30%,,4,0.00%,,4,-42.90%,,1,-66.70%,,10,0,,104.30%,-1.00%,
"San Jose, CA - Berryessa Creek",Oct-13,$485K,-2.50%,68.10%,3,-25.00%,50.00%,4,0.00%,300.00%,1,0.00%,,39,30,32,101.50%,-2.80%,-8.00%
"San Jose, CA - Berryessa Creek",Nov-13,$485K,0.00%,68.10%,3,0.00%,50.00%,4,0.00%,100.00%,1,0.00%,,45,6,38,100.00%,-1.40%,-9.40%
"San Jose, CA - Berryessa Creek",Dec-13,$482K,-0.60%,50.60%,5,66.70%,66.70%,3,-25.00%,200.00%,,,,32,-14,25,99.90%,-0.10%,-6.40%
"San Jose, CA - Berryessa Creek",Jan-14,$362K,-24.90%,2.70%,6,20.00%,200.00%,2,-33.30%,-50.00%,,,,18,-14,15,99.60%,-0.30%,-4.20%
"San Jose, CA - Berryessa Creek",Feb-14,$346K,-4.40%,-2.50%,6,0.00%,100.00%,2,0.00%,-33.30%,1,,,18,0,13,99.60%,0.00%,-3.80%
"San Jose, CA - Berryessa Creek",Mar-14,$363K,4.90%,-0.50%,4,-33.30%,100.00%,2,0.00%,-33.30%,1,0.00%,,16,-2,11,100.50%,0.90%,-4.60%
"San Jose, CA - Berryessa Creek",Apr-14,$377K,3.90%,0.60%,2,-50.00%,100.00%,6,200.00%,,3,200.00%,,16,0,10,102.60%,2.10%,-0.20%
"San Jose, CA - Berryessa Creek",May-14,$424K,12.30%,,4,100.00%,,6,0.00%,,,,,12,-5,,104.50%,1.90%,
"San Jose, CA - Berryessa Creek",Jun-14,$482K,13.70%,20.50%,7,75.00%,600.00%,7,16.70%,40.00%,1,,-50.00%,11,-1,-5,106.20%,1.70%,0.90%
"San Jose, CA - Berryessa Creek",Jul-14,$482K,0.00%,20.50%,7,0.00%,133.30%,7,0.00%,16.70%,5,400.00%,150.00%,11,0,3,106.20%,0.00%,0.60%
"San Jose, CA - Berryessa Creek",Aug-14,$496K,2.80%,8.90%,5,-28.60%,25.00%,7,0.00%,0.00%,1,-80.00%,-66.70%,12,1,3,106.10%,-0.10%,0.80%
"San Jose, CA - Berryessa Creek",Sep-14,$525K,6.00%,5.50%,3,-40.00%,-25.00%,8,14.30%,100.00%,1,0.00%,0.00%,20,8,11,102.20%,-3.90%,-2.10%
"San Jose, CA - Berryessa Creek",Oct-14,$450K,-14.30%,-7.20%,7,133.30%,133.30%,5,-37.50%,25.00%,2,100.00%,100.00%,20,0,-19,102.10%,-0.10%,0.60%
"San Jose, CA - Berryessa Creek",Nov-14,$410K,-8.90%,-15.50%,7,0.00%,133.30%,4,-20.00%,0.00%,2,0.00%,100.00%,20,0,-25,101.90%,-0.20%,1.90%
"San Jose, CA - Berryessa Creek",Dec-14,$398K,-2.90%,-17.40%,7,0.00%,40.00%,2,-50.00%,-33.30%,,,,34,14,3,102.20%,0.30%,2.20%
"San Jose, CA - Berryessa Creek",Jan-15,$376K,-5.50%,3.90%,3,-57.10%,-50.00%,1,-50.00%,-50.00%,,,,46,12,28,102.40%,0.20%,2.80%
"San Jose, CA - Berryessa Creek",Feb-15,$387K,2.90%,11.80%,2,-33.30%,-66.70%,,,,,,,51,5,33,104.30%,1.80%,4.60%
"San Jose, CA - Berryessa Creek",May-15,$531K,,25.30%,3,,-25.00%,4,,-33.30%,,,,6,,-6,106.10%,,1.60%
"San Jose, CA - Berryessa Creek",Jun-15,$546K,2.70%,13.20%,4,33.30%,-42.90%,5,25.00%,-28.60%,,,,7,1,-5,105.60%,-0.60%,-0.60%
"San Jose, CA - Berryessa Creek",Jul-15,$491K,-10.10%,1.80%,6,50.00%,-14.30%,4,-20.00%,-42.90%,1,,-80.00%,7,1,-4,105.50%,-0.10%,-0.70%
"San Jose, CA - Berryessa Creek",Aug-15,$510K,4.00%,2.90%,4,-33.30%,-20.00%,3,-25.00%,-57.10%,,,,8,1,-4,104.50%,-0.90%,-1.50%
"San Jose, CA - Berryessa Creek",Sep-15,$510K,0.00%,-2.90%,4,0.00%,33.30%,4,33.30%,-50.00%,2,,100.00%,8,0,-12,103.30%,-1.20%,1.20%
"San Jose, CA - Berryessa Creek",Oct-15,$570K,11.80%,26.70%,2,-50.00%,-71.40%,2,-50.00%,-60.00%,2,0.00%,0.00%,24,16,4,101.50%,-1.90%,-0.60%
"San Jose, CA - Berryessa Creek",Nov-15,$553K,-3.10%,34.80%,2,0.00%,-71.40%,2,0.00%,-50.00%,1,-50.00%,-50.00%,44,20,24,100.00%,-1.40%,-1.80%
"San Jose, CA - Berryessa Creek",Dec-15,$535K,-3.20%,34.40%,1,-50.00%,-85.70%,,,,,,,47,4,13,100.90%,0.90%,-1.20%
"San Jose, CA - Berryessa Creek",Jan-16,$535K,0.00%,42.30%,1,0.00%,-66.70%,3,,200.00%,,,,47,0,1,100.90%,0.00%,-1.50%
"San Jose, CA - Berryessa Creek",Feb-16,$598K,11.70%,54.40%,4,300.00%,100.00%,5,66.70%,,,,,13,-34,-38,109.10%,8.10%,4.80%
"San Jose, CA - Berryessa Creek",Mar-16,$625K,4.60%,,5,25.00%,,6,20.00%,,1,,,12,-1,,109.40%,0.40%,
"San Jose, CA - Berryessa Creek",Apr-16,$626K,0.10%,,6,20.00%,,4,-33.30%,,,,,13,1,,109.80%,0.40%,
"San Jose, CA - Berryessa Creek",May-16,$660K,5.50%,24.30%,3,-50.00%,0.00%,5,25.00%,25.00%,1,,,22,9,16,111.40%,1.60%,5.30%
"San Jose, CA - Berryessa Creek",Jun-16,$668K,1.20%,22.50%,3,0.00%,-25.00%,4,-20.00%,-20.00%,,,,22,0,16,114.00%,2.60%,8.40%
"San Jose, CA - Berryessa Creek",Jul-16,$700K,4.80%,42.70%,3,0.00%,-50.00%,5,25.00%,25.00%,2,,100.00%,16,-6,9,114.40%,0.30%,8.90%
"San Jose, CA - Berryessa Creek",Aug-16,$706K,0.80%,38.30%,2,-33.30%,-50.00%,4,-20.00%,33.30%,1,-50.00%,,11,-5,3,115.80%,1.40%,11.20%
"San Jose, CA - Berryessa Creek",Sep-16,$630K,-10.70%,23.50%,5,150.00%,25.00%,6,50.00%,50.00%,1,0.00%,-50.00%,16,5,8,114.70%,-1.10%,11.30%
"San Jose, CA - Berryessa Creek",Oct-16,$630K,0.00%,10.50%,5,0.00%,150.00%,7,16.70%,250.00%,3,200.00%,50.00%,15,-1,-9,113.30%,-1.40%,11.80%
"San Jose, CA - Berryessa Creek",Nov-16,$633K,0.40%,14.50%,8,60.00%,300.00%,5,-28.60%,150.00%,,,,19,4,-25,111.30%,-2.00%,11.20%
"San Jose, CA - Berryessa Creek",Dec-16,$710K,12.30%,32.70%,5,-37.50%,400.00%,4,-20.00%,,,,,16,-3,-31,108.50%,-2.80%,7.50%
"San Jose, CA - Blackford",Jan-12,$525K,0.00%,,1,0.00%,,,,,,,,79,0,,95.60%,0.00%,
"San Jose, CA - Blackford",Apr-12,$435K,,7.40%,1,,-66.70%,1,,0.00%,,,,6,,-72,100.00%,,2.90%
"San Jose, CA - Blackford",May-12,$435K,0.00%,11.50%,1,0.00%,-50.00%,4,300.00%,100.00%,1,,,6,0,-41,100.00%,0.00%,3.10%
"San Jose, CA - Blackford",Jun-12,$440K,1.10%,4.80%,3,200.00%,200.00%,3,-25.00%,50.00%,,,,9,3,-7,104.50%,4.50%,6.80%
"San Jose, CA - Blackford",Jul-12,$585K,33.00%,,3,0.00%,,3,0.00%,,,,,9,0,,105.80%,1.30%,
"San Jose, CA - Blackford",Aug-12,$585K,0.00%,,3,0.00%,,,,,,,,9,0,,105.80%,0.00%,
"San Jose, CA - Blackford",Sep-12,$590K,0.90%,,1,-66.70%,,,,,,,,27,18,,103.90%,-1.90%,
"San Jose, CA - Blackford",Dec-12,$438K,,-16.60%,1,,0.00%,2,,,,,,23,,-56,99.50%,,3.90%
"San Jose, CA - Blackford",Jan-13,$528K,20.50%,0.60%,2,100.00%,100.00%,1,-50.00%,,,,,15,-8,-64,102.20%,2.70%,6.60%
"San Jose, CA - Blackford",Feb-13,$528K,0.00%,,2,0.00%,,1,0.00%,,,,,15,0,,102.20%,0.00%,
"San Jose, CA - Blackford",Mar-13,$618K,17.00%,,1,-50.00%,,2,100.00%,,,,,7,-8,,104.90%,2.70%,
"San Jose, CA - Blackford",Apr-13,$615K,-0.50%,41.40%,2,100.00%,100.00%,3,50.00%,200.00%,1,,,11,4,5,104.30%,-0.60%,4.30%
"San Jose, CA - Blackford",May-13,$570K,-7.30%,31.00%,3,50.00%,200.00%,4,33.30%,0.00%,,,,10,-1,4,108.60%,4.30%,8.60%
"San Jose, CA - Blackford",Jun-13,$570K,0.00%,29.50%,5,66.70%,66.70%,5,25.00%,66.70%,2,,,11,1,2,106.70%,-2.00%,2.10%
"San Jose, CA - Blackford",Jul-13,$644K,13.00%,10.10%,5,0.00%,66.70%,6,20.00%,100.00%,2,0.00%,,11,0,2,107.50%,0.90%,1.70%
"San Jose, CA - Blackford",Aug-13,$697K,8.20%,19.10%,4,-20.00%,33.30%,4,-33.30%,,1,-50.00%,,11,0,2,105.10%,-2.40%,-0.70%
"San Jose, CA - Blackford",Sep-13,$660K,-5.30%,11.90%,3,-25.00%,200.00%,4,0.00%,,3,200.00%,,21,10,-6,104.40%,-0.70%,0.50%
"San Jose, CA - Blackford",Oct-13,$660K,0.00%,,1,-66.70%,,3,-25.00%,,1,-66.70%,,54,33,,100.20%,-4.20%,
"San Jose, CA - Blackford",Nov-13,$547K,-17.10%,,4,300.00%,,3,0.00%,,1,0.00%,,41,-14,,100.40%,0.20%,
"San Jose, CA - Blackford",Dec-13,$519K,-5.10%,18.50%,3,-25.00%,200.00%,1,-66.70%,-50.00%,,,,27,-14,4,100.50%,0.10%,0.90%
"San Jose, CA - Blackford",Jan-14,$547K,5.40%,3.60%,4,33.30%,100.00%,,,,,,,44,17,29,100.20%,-0.30%,-2.00%
"San Jose, CA - Blackford",Feb-14,$675K,23.40%,27.80%,1,-75.00%,-50.00%,,,,,,,60,17,45,99.40%,-0.80%,-2.80%
"San Jose, CA - Blackford",Mar-14,$675K,0.00%,9.20%,1,0.00%,0.00%,,,,,,,60,0,53,99.40%,0.00%,-5.50%
"San Jose, CA - Blackford",Oct-14,$553K,,-16.20%,1,,0.00%,2,,-33.30%,,,,16,,-38,100.50%,,0.40%
"San Jose, CA - Blackford",Nov-14,$567K,2.50%,3.60%,2,100.00%,-50.00%,4,100.00%,33.30%,,,,13,-4,-28,106.20%,5.70%,5.80%
"San Jose, CA - Blackford",Dec-14,$581K,2.40%,11.80%,3,50.00%,0.00%,3,-25.00%,200.00%,,,,11,-2,-16,110.10%,3.90%,9.70%
"San Jose, CA - Blackford",Jan-15,$608K,4.70%,11.10%,4,33.30%,0.00%,4,33.30%,,,,,8,-3,-36,113.40%,3.30%,13.20%
"San Jose, CA - Blackford",Feb-15,$642K,5.70%,-4.90%,4,0.00%,300.00%,2,-50.00%,,,,,9,1,-52,112.30%,-1.10%,12.90%
"San Jose, CA - Blackford",Mar-15,$659K,2.60%,-2.40%,3,-25.00%,200.00%,3,50.00%,,1,,,7,-2,-53,110.40%,-1.90%,11.00%
"San Jose, CA - Blackford",Apr-15,$688K,4.40%,,1,-66.70%,,2,-33.30%,,1,0.00%,,10,3,,107.50%,-2.90%,
"San Jose, CA - Blackford",May-15,$816K,18.60%,,2,100.00%,,2,0.00%,,,,,10,0,,128.90%,21.40%,
"San Jose, CA - Blackford",Jun-15,$816K,0.00%,,2,0.00%,,1,-50.00%,,,,,10,0,,128.90%,0.00%,
"San Jose, CA - Blackford",Jul-15,$816K,0.00%,,2,0.00%,,,,,,,,10,0,,128.90%,0.00%,
"San Jose, CA - Blackford",Sep-15,$787K,,,1,,,2,,,,,,15,,,106.50%,,
"San Jose, CA - Blackford",Oct-15,$794K,0.80%,43.50%,2,100.00%,100.00%,2,0.00%,0.00%,,,,12,-3,-4,107.30%,0.80%,6.80%
"San Jose, CA - Blackford",Nov-15,$794K,0.00%,40.00%,2,0.00%,0.00%,,,,,,,12,0,-1,107.30%,0.00%,1.10%
"San Jose, CA - Blackford",Dec-15,$800K,0.80%,37.80%,1,-50.00%,-66.70%,,,,,,,9,-3,-2,108.10%,0.80%,-2.00%
"San Jose, CA - Blackford",Feb-16,$830K,,29.30%,1,,-75.00%,3,,50.00%,1,,,2,,-7,110.80%,,-1.50%
"San Jose, CA - Blackford",Mar-16,$842K,1.40%,27.70%,2,100.00%,-33.30%,3,0.00%,0.00%,,,,6,4,-2,110.90%,0.10%,0.50%
"San Jose, CA - Blackford",Apr-16,$830K,-1.40%,20.60%,3,50.00%,200.00%,3,0.00%,50.00%,,,,9,4,-1,110.60%,-0.40%,3.10%
"San Jose, CA - Blackford",May-16,$838K,1.00%,2.70%,2,-33.30%,0.00%,3,0.00%,50.00%,1,,,10,1,-1,110.50%,-0.10%,-18.50%
"San Jose, CA - Blackford",Jun-16,$812K,-3.20%,-0.60%,2,0.00%,0.00%,3,0.00%,200.00%,,,,13,3,3,107.00%,-3.50%,-22.00%
"San Jose, CA - Blackford",Jul-16,$800K,-1.40%,-2.00%,3,50.00%,50.00%,2,-33.30%,,,,,9,-4,-1,102.30%,-4.60%,-26.60%
"San Jose, CA - Blackford",Aug-16,$800K,0.00%,,3,0.00%,,,,,,,,9,0,,102.30%,0.00%,
"San Jose, CA - Blackford",Sep-16,$805K,0.60%,2.30%,2,-33.30%,100.00%,2,,0.00%,2,,,8,-2,-8,101.50%,-0.90%,-5.00%
"San Jose, CA - Blackford",Nov-16,$720K,,-9.30%,1,,-50.00%,2,,,,,,28,,16,103.20%,,-4.20%
"San Jose, CA - Blackford",Dec-16,$745K,3.50%,-6.90%,2,100.00%,100.00%,,,,,,,35,7,26,102.90%,-0.20%,-5.20%
"San Jose, CA - Bonita-24th",Nov-12,$183K,,,2,,,1,,,,,,11,,,100.00%,,
"San Jose, CA - Bonita-24th",Dec-12,$183K,0.00%,,2,0.00%,,1,0.00%,,,,,11,0,,100.00%,0.00%,
"San Jose, CA - Bonita-24th",Jan-13,$183K,0.00%,,2,0.00%,,,,,,,,11,0,,100.00%,0.00%,
"San Jose, CA - Bonita-24th",Sep-13,$275K,,,1,,,2,,,,,,8,,,107.80%,,
"San Jose, CA - Bonita-24th",Oct-13,$275K,0.00%,,1,0.00%,,2,0.00%,,,,,8,0,,107.80%,0.00%,
"San Jose, CA - Bonita-24th",Nov-13,$275K,0.00%,50.30%,1,0.00%,-50.00%,,,,,,,8,0,-3,107.80%,0.00%,7.80%
"San Jose, CA - Bonita-24th",May-14,$360K,,,1,,,1,,,,,,35,,,100.00%,,
"San Jose, CA - Bonita-24th",Jun-14,$360K,0.00%,,1,0.00%,,1,0.00%,,,,,35,0,,100.00%,0.00%,
"San Jose, CA - Bonita-24th",Jul-14,$360K,0.00%,,1,0.00%,,,,,,,,35,0,,100.00%,0.00%,
"San Jose, CA - Bonita-24th",Apr-15,$370K,,,1,,,1,,,,,,6,,,107.20%,,
"San Jose, CA - Bonita-24th",May-15,$370K,0.00%,2.80%,1,0.00%,0.00%,1,0.00%,0.00%,,,,6,0,-29,107.20%,0.00%,7.20%
"San Jose, CA - Bonita-24th",Jun-15,$370K,0.00%,2.80%,1,0.00%,0.00%,,,,,,,6,0,-29,107.20%,0.00%,7.20%
"San Jose, CA - Bonita-24th",Sep-15,$420K,,,1,,,1,,,,,,29,,,97.90%,,
"San Jose, CA - Bonita-24th",Oct-15,$420K,0.00%,,1,0.00%,,,,,,,,29,0,,97.90%,0.00%,
"San Jose, CA - Bonita-24th",Nov-15,$420K,0.00%,,1,0.00%,,,,,,,,29,0,,97.90%,0.00%,
"San Jose, CA - Bonita-24th",Jun-16,$409K,,10.40%,1,,0.00%,1,,,1,,,18,,12,103.40%,,-3.80%
